,query_id,hit_id,hit_eval,hit_bitscore,hit_description,accn
42,Mass_AKT_Aligned,NP_001137150.1,4.3e-108,373.7,serine/threonine-protein kinase Sgk1 i,GCF_000001405.40
43,Mass_AKT_Aligned,NP_001137149.1,4.3e-108,373.7,serine/threonine-protein kinase Sgk1 i,GCF_000001405.40
44,Mass_AKT_Aligned,NP_001137148.1,4.3e-108,373.7,serine/threonine-protein kinase Sgk1 i,GCF_000001405.40
45,Mass_AKT_Aligned,NP_005618.2,4.3e-108,373.7,serine/threonine-protein kinase Sgk1 i,GCF_000001405.40
46,Mass_AKT_Aligned,NP_001028750.1,1e-104,362.5,serine/threonine-protein kinase Sgk3 i,GCF_000001405.40
47,Mass_AKT_Aligned,NP_001191102.1,1e-104,362.5,serine/threonine-protein kinase Sgk3 [,GCF_000001405.40
48,Mass_AKT_Aligned,NP_037389.4,1e-104,362.5,serine/threonine-protein kinase Sgk3 i,GCF_000001405.40
49,Mass_AKT_Aligned,NP_005391.1,2.6e-104,361.2,protein kinase C epsilon type [Homo sa,GCF_000001405.40
50,Mass_AKT_Aligned,XP_005264485.1,2.6e-104,361.2,protein kinase C epsilon type isoform,GCF_000001405.40
51,Mass_AKT_Aligned,XP_006712113.1,2.6e-104,361.2,protein kinase C epsilon type isoform,GCF_000001405.40
52,Mass_AKT_Aligned,XP_011531273.1,2.6e-104,361.2,protein kinase C epsilon type isoform,GCF_000001405.40
53,Mass_AKT_Aligned,XP_011531277.1,2.6e-104,361.2,protein kinase C epsilon type isoform,GCF_000001405.40
54,Mass_AKT_Aligned,XP_011531280.1,2.6e-104,361.2,protein kinase C epsilon type isoform,GCF_000001405.40
55,Mass_AKT_Aligned,XP_011531285.1,2.6e-104,361.2,protein kinase C epsilon type isoform,GCF_000001405.40
56,Mass_AKT_Aligned,XP_011531282.1,2.6e-104,361.2,protein kinase C epsilon type isoform,GCF_000001405.40
57,Mass_AKT_Aligned,XP_011531283.1,2.6e-104,361.2,protein kinase C epsilon type isoform,GCF_000001405.40
58,Mass_AKT_Aligned,XP_011531284.1,2.6e-104,361.2,protein kinase C epsilon type isoform,GCF_000001405.40
59,Mass_AKT_Aligned,XP_016859977.1,2.6e-104,361.2,protein kinase C epsilon type isoform,GCF_000001405.40
60,Mass_AKT_Aligned,XP_016859979.1,2.6e-104,361.2,protein kinase C epsilon type isoform,GCF_000001405.40
61,Mass_AKT_Aligned,XP_047301050.1,2.6e-104,361.2,protein kinase C epsilon type isoform,GCF_000001405.40
62,Mass_AKT_Aligned,XP_047301051.1,2.6e-104,361.2,protein kinase C epsilon type isoform,GCF_000001405.40
63,Mass_AKT_Aligned,XP_047301053.1,2.6e-104,361.2,protein kinase C epsilon type isoform,GCF_000001405.40
64,Mass_AKT_Aligned,XP_047301054.1,2.6e-104,361.2,protein kinase C epsilon type isoform,GCF_000001405.40
65,Mass_AKT_Aligned,XP_047301052.1,2.6e-104,361.2,protein kinase C epsilon type isoform,GCF_000001405.40
66,Mass_AKT_Aligned,XP_047301055.1,2.6e-104,361.2,protein kinase C epsilon type isoform,GCF_000001405.40
67,Mass_AKT_Aligned,NP_006246.2,3.5e-104,360.7,protein kinase C eta type [Homo sapien,GCF_000001405.40
68,Mass_AKT_Aligned,XP_011535257.1,3.5e-104,360.7,protein kinase C eta type isoform X3 [,GCF_000001405.40
69,Mass_AKT_Aligned,XP_011535256.1,3.5e-104,360.7,protein kinase C eta type isoform X2 [,GCF_000001405.40
70,Mass_AKT_Aligned,XP_024305429.1,3.5e-104,360.7,protein kinase C eta type isoform X4 [,GCF_000001405.40
71,Mass_AKT_Aligned,XP_024305430.1,3.5e-104,360.7,protein kinase C eta type isoform X4 [,GCF_000001405.40
72,Mass_AKT_Aligned,XP_047287541.1,3.5e-104,360.7,protein kinase C eta type isoform X1 [,GCF_000001405.40
73,Mass_AKT_Aligned,NP_001307638.1,1.6e-103,358.6,serine/threonine-protein kinase N2 iso,GCF_000001405.40
74,Mass_AKT_Aligned,NP_001307637.1,1.6e-103,358.6,serine/threonine-protein kinase N2 iso,GCF_000001405.40
75,Mass_AKT_Aligned,NP_001307636.1,1.6e-103,358.6,serine/threonine-protein kinase N2 iso,GCF_000001405.40
76,Mass_AKT_Aligned,NP_006247.1,1.6e-103,358.6,serine/threonine-protein kinase N2 iso,GCF_000001405.40
77,Mass_AKT_Aligned,XP_011540074.1,1.6e-103,358.6,serine/threonine-protein kinase N2 iso,GCF_000001405.40
78,Mass_AKT_Aligned,XP_016857271.1,1.6e-103,358.6,serine/threonine-protein kinase N2 iso,GCF_000001405.40
79,Mass_AKT_Aligned,XP_047281180.1,1.6e-103,358.6,serine/threonine-protein kinase N2 iso,GCF_000001405.40
80,Mass_AKT_Aligned,NP_997700.1,4.6e-101,350.4,protein kinase C beta type isoform 1 [,GCF_000001405.40
81,Mass_AKT_Aligned,NP_002731.4,3.5e-100,347.4,protein kinase C iota type [Homo sapie,GCF_000001405.40
82,Mass_AKT_Aligned,XP_047304531.1,3.5e-100,347.4,protein kinase C iota type isoform X2,GCF_000001405.40
83,Mass_AKT_Aligned,NP_002732.3,1.7e-98,341.8,serine/threonine-protein kinase N1 iso,GCF_000001405.40
84,Mass_AKT_Aligned,NP_998725.1,1.7e-98,341.8,serine/threonine-protein kinase N1 iso,GCF_000001405.40
85,Mass_AKT_Aligned,NP_002728.2,6.3e-98,339.9,protein kinase C alpha type [Homo sapi,GCF_000001405.40
86,Mass_AKT_Aligned,XP_016880326.1,6.3e-98,339.9,protein kinase C alpha type isoform X2,GCF_000001405.40
87,Mass_AKT_Aligned,XP_024306598.1,6.3e-98,339.9,protein kinase C alpha type isoform X3,GCF_000001405.40
88,Mass_AKT_Aligned,XP_024306597.1,6.3e-98,339.9,protein kinase C alpha type isoform X3,GCF_000001405.40
89,Mass_AKT_Aligned,XP_047292344.1,6.3e-98,339.9,protein kinase C alpha type isoform X4,GCF_000001405.40
90,Mass_AKT_Aligned,XP_016880325.1,3.5e-96,334.2,protein kinase C alpha type isoform X1,GCF_000001405.40
91,Mass_AKT_Aligned,NP_002729.2,4.4e-96,333.8,protein kinase C beta type isoform 2 [,GCF_000001405.40
92,Mass_AKT_Aligned,XP_047290321.1,4.4e-96,333.8,protein kinase C beta type isoform X1,GCF_000001405.40
93,Mass_AKT_Aligned,NP_001028753.1,1.7e-93,325.2,protein kinase C zeta type isoform 2 [,GCF_000001405.40
94,Mass_AKT_Aligned,NP_001028754.1,1.7e-93,325.2,protein kinase C zeta type isoform 2 [,GCF_000001405.40
95,Mass_AKT_Aligned,NP_001229803.1,1.7e-93,325.2,protein kinase C zeta type isoform 3 [,GCF_000001405.40
96,Mass_AKT_Aligned,NP_001337734.1,1.7e-93,325.2,protein kinase C zeta type isoform 5 [,GCF_000001405.40
97,Mass_AKT_Aligned,NP_001337735.1,1.7e-93,325.2,protein kinase C zeta type isoform 5 [,GCF_000001405.40
98,Mass_AKT_Aligned,NP_002735.3,1.7e-93,325.2,protein kinase C zeta type isoform 1 [,GCF_000001405.40
99,Mass_AKT_Aligned,XP_047281211.1,1.7e-93,325.2,protein kinase C zeta type isoform X4,GCF_000001405.40
100,Mass_AKT_Aligned,XP_047281239.1,1.7e-93,325.2,protein kinase C zeta type isoform X9,GCF_000001405.40
101,Mass_AKT_Aligned,XP_047281218.1,1.7e-93,325.2,protein kinase C zeta type isoform X6,GCF_000001405.40
102,Mass_AKT_Aligned,XP_047281304.1,1.7e-93,325.2,protein kinase C zeta type isoform X15,GCF_000001405.40
103,Mass_AKT_Aligned,NP_001258972.1,1.9e-91,318.5,ribosomal protein S6 kinase beta-1 iso,GCF_000001405.40
104,Mass_AKT_Aligned,NP_001258973.1,1.9e-91,318.5,ribosomal protein S6 kinase beta-1 iso,GCF_000001405.40
105,Mass_AKT_Aligned,NP_001258989.1,1.9e-91,318.5,ribosomal protein S6 kinase beta-1 iso,GCF_000001405.40
106,Mass_AKT_Aligned,NP_003152.1,1.9e-91,318.5,ribosomal protein S6 kinase beta-1 iso,GCF_000001405.40
107,Mass_AKT_Aligned,NP_003943.2,1.8e-89,311.9,ribosomal protein S6 kinase beta-2 [Ho,GCF_000001405.40
108,Mass_AKT_Aligned,NP_001337733.1,2.4e-89,311.5,protein kinase C zeta type isoform 4 [,GCF_000001405.40
109,Mass_AKT_Aligned,NP_001337732.1,2.4e-89,311.5,protein kinase C zeta type isoform 4 [,GCF_000001405.40
110,Mass_AKT_Aligned,XP_016857279.1,2.4e-89,311.5,protein kinase C zeta type isoform X2,GCF_000001405.40
111,Mass_AKT_Aligned,XP_047281279.1,2.4e-89,311.5,protein kinase C zeta type isoform X11,GCF_000001405.40
112,Mass_AKT_Aligned,NP_001269574.1,5.2e-89,310.3,protein kinase C theta type isoform 4,GCF_000001405.40
113,Mass_AKT_Aligned,NP_001269573.1,5.2e-89,310.3,protein kinase C theta type isoform 3,GCF_000001405.40
114,Mass_AKT_Aligned,NP_001310195.1,5.2e-89,310.3,protein kinase C theta type isoform 4,GCF_000001405.40
115,Mass_AKT_Aligned,NP_001310194.1,5.2e-89,310.3,protein kinase C theta type isoform 1,GCF_000001405.40
116,Mass_AKT_Aligned,NP_006248.1,5.2e-89,310.3,protein kinase C theta type isoform 1,GCF_000001405.40
117,Mass_AKT_Aligned,XP_005252553.1,5.2e-89,310.3,protein kinase C theta type isoform X1,GCF_000001405.40
118,Mass_AKT_Aligned,NP_037487.2,7.2e-88,306.6,serine/threonine-protein kinase N3 iso,GCF_000001405.40
119,Mass_AKT_Aligned,XP_005252003.1,7.2e-88,306.6,serine/threonine-protein kinase N3 iso,GCF_000001405.40
120,Mass_AKT_Aligned,XP_006717143.1,7.2e-88,306.6,serine/threonine-protein kinase N3 iso,GCF_000001405.40
121,Mass_AKT_Aligned,XP_016870139.1,7.2e-88,306.6,serine/threonine-protein kinase N3 iso,GCF_000001405.40
122,Mass_AKT_Aligned,XP_047279234.1,7.2e-88,306.6,serine/threonine-protein kinase N3 iso,GCF_000001405.40
123,Mass_AKT_Aligned,XP_047279235.1,7.2e-88,306.6,serine/threonine-protein kinase N3 iso,GCF_000001405.40
124,Mass_AKT_Aligned,NP_001303258.1,9.5e-88,306.1,protein kinase C gamma type isoform 1,GCF_000001405.40
125,Mass_AKT_Aligned,NP_002730.1,9.5e-88,306.1,protein kinase C gamma type isoform 2,GCF_000001405.40
126,Mass_AKT_Aligned,XP_047295048.1,9.5e-88,306.1,protein kinase C gamma type isoform X1,GCF_000001405.40
127,Mass_AKT_Aligned,NP_001356601.1,1.5e-85,298.9,ribosomal protein S6 kinase beta-1 iso,GCF_000001405.40
128,Mass_AKT_Aligned,NP_001356598.1,1.5e-85,298.9,ribosomal protein S6 kinase beta-1 iso,GCF_000001405.40
129,Mass_AKT_Aligned,XP_011523404.1,1.5e-85,298.9,ribosomal protein S6 kinase beta-1 iso,GCF_000001405.40
130,Mass_AKT_Aligned,NP_001310196.1,2.1e-85,298.3,protein kinase C theta type isoform 5,GCF_000001405.40
131,Mass_AKT_Aligned,XP_005252554.1,2.1e-85,298.3,protein kinase C theta type isoform X2,GCF_000001405.40
132,Mass_AKT_Aligned,XP_011540076.1,1.4e-84,295.7,protein kinase C zeta type isoform X8,GCF_000001405.40
133,Mass_AKT_Aligned,XP_011540078.1,1.4e-84,295.7,protein kinase C zeta type isoform X14,GCF_000001405.40
134,Mass_AKT_Aligned,XP_011540075.1,1.4e-84,295.7,protein kinase C zeta type isoform X3,GCF_000001405.40
135,Mass_AKT_Aligned,XP_016857291.1,1.4e-84,295.7,protein kinase C zeta type isoform X17,GCF_000001405.40
136,Mass_AKT_Aligned,XP_024304164.1,1.4e-84,295.7,protein kinase C zeta type isoform X14,GCF_000001405.40
137,Mass_AKT_Aligned,XP_047281296.1,1.4e-84,295.7,protein kinase C zeta type isoform X14,GCF_000001405.40
138,Mass_AKT_Aligned,NP_001006666.1,1.6e-84,295.5,ribosomal protein S6 kinase alpha-1 is,GCF_000001405.40
139,Mass_AKT_Aligned,NP_001317370.1,1.6e-84,295.5,ribosomal protein S6 kinase alpha-1 is,GCF_000001405.40
140,Mass_AKT_Aligned,NP_002944.2,1.6e-84,295.5,ribosomal protein S6 kinase alpha-1 is,GCF_000001405.40
141,Mass_AKT_Aligned,XP_047283214.1,1.6e-84,295.5,ribosomal protein S6 kinase alpha-1 is,GCF_000001405.40
142,Mass_AKT_Aligned,XP_054187513.1,1.6e-84,295.5,ribosomal protein S6 kinase alpha-1 is,GCF_000001405.40
143,Mass_AKT_Aligned,NP_001425269.1,2.7e-84,294.7,ribosomal protein S6 kinase alpha-3 is,GCF_000001405.40
144,Mass_AKT_Aligned,NP_004577.1,2.7e-84,294.7,ribosomal protein S6 kinase alpha-3 is,GCF_000001405.40
145,Mass_AKT_Aligned,XP_005274634.1,2.7e-84,294.7,ribosomal protein S6 kinase alpha-3 is,GCF_000001405.40
146,Mass_AKT_Aligned,XP_005274630.1,2.7e-84,294.7,ribosomal protein S6 kinase alpha-3 is,GCF_000001405.40
147,Mass_AKT_Aligned,XP_016885207.1,2.7e-84,294.7,ribosomal protein S6 kinase alpha-3 is,GCF_000001405.40
148,Mass_AKT_Aligned,XP_016885208.1,2.7e-84,294.7,ribosomal protein S6 kinase alpha-3 is,GCF_000001405.40
149,Mass_AKT_Aligned,XP_047298288.1,2.7e-84,294.7,ribosomal protein S6 kinase alpha-3 is,GCF_000001405.40
150,Mass_AKT_Aligned,XP_047298291.1,2.7e-84,294.7,ribosomal protein S6 kinase alpha-3 is,GCF_000001405.40
151,Mass_AKT_Aligned,XP_047298290.1,2.7e-84,294.7,ribosomal protein S6 kinase alpha-3 is,GCF_000001405.40
152,Mass_AKT_Aligned,XP_047298292.1,2.7e-84,294.7,ribosomal protein S6 kinase alpha-3 is,GCF_000001405.40
153,Mass_AKT_Aligned,XP_047298289.1,2.7e-84,294.7,ribosomal protein S6 kinase alpha-3 is,GCF_000001405.40
154,Mass_AKT_Aligned,NP_001006933.3,4.3e-84,294.0,ribosomal protein S6 kinase alpha-2 is,GCF_000001405.40
155,Mass_AKT_Aligned,NP_001305865.2,4.3e-84,294.0,ribosomal protein S6 kinase alpha-2 is,GCF_000001405.40
156,Mass_AKT_Aligned,NP_066958.2,4.3e-84,294.0,ribosomal protein S6 kinase alpha-2 is,GCF_000001405.40
157,Mass_AKT_Aligned,XP_006715612.1,4.3e-84,294.0,ribosomal protein S6 kinase alpha-2 is,GCF_000001405.40
158,Mass_AKT_Aligned,XP_047275190.1,4.3e-84,294.0,ribosomal protein S6 kinase alpha-2 is,GCF_000001405.40
159,Mass_AKT_Aligned,XP_047275189.1,4.3e-84,294.0,ribosomal protein S6 kinase alpha-2 is,GCF_000001405.40
160,Mass_AKT_Aligned,NP_001303256.1,1.8e-83,291.9,protein kinase C delta type isoform c,GCF_000001405.40
161,Mass_AKT_Aligned,NP_001341608.1,1.8e-83,291.9,protein kinase C delta type isoform c,GCF_000001405.40
162,Mass_AKT_Aligned,NP_001341609.1,1.8e-83,291.9,protein kinase C delta type isoform c,GCF_000001405.40
163,Mass_AKT_Aligned,NP_001341605.1,1.8e-83,291.9,protein kinase C delta type isoform a,GCF_000001405.40
164,Mass_AKT_Aligned,NP_001341607.1,1.8e-83,291.9,protein kinase C delta type isoform b,GCF_000001405.40
165,Mass_AKT_Aligned,NP_006245.2,1.8e-83,291.9,protein kinase C delta type isoform c,GCF_000001405.40
166,Mass_AKT_Aligned,NP_997704.1,1.8e-83,291.9,protein kinase C delta type isoform c,GCF_000001405.40
167,Mass_AKT_Aligned,XP_047304520.1,1.8e-83,291.9,protein kinase C delta type isoform X1,GCF_000001405.40
168,Mass_AKT_Aligned,XP_016857282.1,2e-80,281.9,protein kinase C zeta type isoform X10,GCF_000001405.40
169,Mass_AKT_Aligned,XP_016857278.1,2e-80,281.9,protein kinase C zeta type isoform X1,GCF_000001405.40
170,Mass_AKT_Aligned,XP_016857281.1,2e-80,281.9,protein kinase C zeta type isoform X10,GCF_000001405.40
171,Mass_AKT_Aligned,XP_016857286.1,2e-80,281.9,protein kinase C zeta type isoform X12,GCF_000001405.40
172,Mass_AKT_Aligned,XP_024304159.1,2e-80,281.9,protein kinase C zeta type isoform X10,GCF_000001405.40
173,Mass_AKT_Aligned,XP_024304165.1,2e-80,281.9,protein kinase C zeta type isoform X16,GCF_000001405.40
174,Mass_AKT_Aligned,XP_047281216.1,2e-80,281.9,protein kinase C zeta type isoform X5,GCF_000001405.40
175,Mass_AKT_Aligned,XP_047281229.1,2e-80,281.9,protein kinase C zeta type isoform X7,GCF_000001405.40
176,Mass_AKT_Aligned,XP_047281260.1,2e-80,281.9,protein kinase C zeta type isoform X10,GCF_000001405.40
177,Mass_AKT_Aligned,XP_047281263.1,2e-80,281.9,protein kinase C zeta type isoform X10,GCF_000001405.40
178,Mass_AKT_Aligned,XP_011543862.1,2.4e-80,281.5,ribosomal protein S6 kinase alpha-3 is,GCF_000001405.40
179,Mass_AKT_Aligned,XP_011543863.1,2.4e-80,281.5,ribosomal protein S6 kinase alpha-3 is,GCF_000001405.40
180,Mass_AKT_Aligned,XP_011543859.1,2.4e-80,281.5,ribosomal protein S6 kinase alpha-3 is,GCF_000001405.40
181,Mass_AKT_Aligned,XP_011543857.1,2.4e-80,281.5,ribosomal protein S6 kinase alpha-3 is,GCF_000001405.40
182,Mass_AKT_Aligned,XP_011543864.1,2.4e-80,281.5,ribosomal protein S6 kinase alpha-3 is,GCF_000001405.40
183,Mass_AKT_Aligned,XP_011543858.1,2.4e-80,281.5,ribosomal protein S6 kinase alpha-3 is,GCF_000001405.40
184,Mass_AKT_Aligned,NP_001258971.1,4.9e-80,280.5,ribosomal protein S6 kinase beta-1 iso,GCF_000001405.40
185,Mass_AKT_Aligned,NP_001356600.1,6.8e-80,280.0,ribosomal protein S6 kinase beta-1 iso,GCF_000001405.40
186,Mass_AKT_Aligned,NP_001309158.1,5.5e-79,277.0,ribosomal protein S6 kinase alpha-5 is,GCF_000001405.40
187,Mass_AKT_Aligned,NP_004746.2,5.5e-79,277.0,ribosomal protein S6 kinase alpha-5 is,GCF_000001405.40
188,Mass_AKT_Aligned,NP_872198.1,5.5e-79,277.0,ribosomal protein S6 kinase alpha-5 is,GCF_000001405.40
189,Mass_AKT_Aligned,NP_001229786.1,8.8e-79,276.4,cAMP-dependent protein kinase catalyti,GCF_000001405.40
190,Mass_AKT_Aligned,NP_001229787.1,8.8e-79,276.4,cAMP-dependent protein kinase catalyti,GCF_000001405.40
191,Mass_AKT_Aligned,NP_001229788.1,8.8e-79,276.4,cAMP-dependent protein kinase catalyti,GCF_000001405.40
192,Mass_AKT_Aligned,NP_001229789.1,8.8e-79,276.4,cAMP-dependent protein kinase catalyti,GCF_000001405.40
193,Mass_AKT_Aligned,NP_001229791.1,8.8e-79,276.4,cAMP-dependent protein kinase catalyti,GCF_000001405.40
194,Mass_AKT_Aligned,NP_001362489.1,8.8e-79,276.4,cAMP-dependent protein kinase catalyti,GCF_000001405.40
195,Mass_AKT_Aligned,NP_001362490.1,8.8e-79,276.4,cAMP-dependent protein kinase catalyti,GCF_000001405.40
196,Mass_AKT_Aligned,NP_001362493.1,8.8e-79,276.4,cAMP-dependent protein kinase catalyti,GCF_000001405.40
197,Mass_AKT_Aligned,NP_001362492.1,8.8e-79,276.4,cAMP-dependent protein kinase catalyti,GCF_000001405.40
198,Mass_AKT_Aligned,NP_001362494.1,8.8e-79,276.4,cAMP-dependent protein kinase catalyti,GCF_000001405.40
199,Mass_AKT_Aligned,NP_001362491.1,8.8e-79,276.4,cAMP-dependent protein kinase catalyti,GCF_000001405.40
200,Mass_AKT_Aligned,NP_002722.1,8.8e-79,276.4,cAMP-dependent protein kinase catalyti,GCF_000001405.40
201,Mass_AKT_Aligned,NP_891993.1,8.8e-79,276.4,cAMP-dependent protein kinase catalyti,GCF_000001405.40
202,Mass_AKT_Aligned,NP_001317441.1,1.6e-78,275.5,ribosomal protein S6 kinase alpha-6 is,GCF_000001405.40
203,Mass_AKT_Aligned,NP_055311.1,1.6e-78,275.5,ribosomal protein S6 kinase alpha-6 is,GCF_000001405.40
204,Mass_AKT_Aligned,XP_011529219.1,1.6e-78,275.5,ribosomal protein S6 kinase alpha-6 is,GCF_000001405.40
205,Mass_AKT_Aligned,XP_016884913.1,1.6e-78,275.5,ribosomal protein S6 kinase alpha-6 is,GCF_000001405.40
206,Mass_AKT_Aligned,XP_016884912.1,1.6e-78,275.5,ribosomal protein S6 kinase alpha-6 is,GCF_000001405.40
207,Mass_AKT_Aligned,XP_016884914.1,1.6e-78,275.5,ribosomal protein S6 kinase alpha-6 is,GCF_000001405.40
208,Mass_AKT_Aligned,XP_047297952.1,1.6e-78,275.5,ribosomal protein S6 kinase alpha-6 is,GCF_000001405.40
209,Mass_AKT_Aligned,XP_047297953.1,1.6e-78,275.5,ribosomal protein S6 kinase alpha-6 is,GCF_000001405.40
210,Mass_AKT_Aligned,NP_001291278.1,4.4e-78,274.0,cAMP-dependent protein kinase catalyti,GCF_000001405.40
211,Mass_AKT_Aligned,NP_002721.1,4.4e-78,274.0,cAMP-dependent protein kinase catalyti,GCF_000001405.40
212,Mass_AKT_Aligned,NP_997401.1,4.4e-78,274.0,cAMP-dependent protein kinase catalyti,GCF_000001405.40
213,Mass_AKT_Aligned,XP_024304639.1,1.8e-75,265.3,ribosomal protein S6 kinase alpha-1 is,GCF_000001405.40
214,Mass_AKT_Aligned,XP_054187514.1,1.8e-75,265.3,ribosomal protein S6 kinase alpha-1 is,GCF_000001405.40
215,Mass_AKT_Aligned,NP_001278924.1,2.3e-75,265.0,serine/threonine-protein kinase Sgk1 i,GCF_000001405.40
216,Mass_AKT_Aligned,NP_001305867.1,2.4e-75,264.9,ribosomal protein S6 kinase alpha-2 is,GCF_000001405.40
217,Mass_AKT_Aligned,XP_047275191.1,2.4e-75,264.9,ribosomal protein S6 kinase alpha-2 is,GCF_000001405.40
218,Mass_AKT_Aligned,NP_733827.2,6.2e-75,263.6,serine/threonine-protein kinase Sgk3 i,GCF_000001405.40
219,Mass_AKT_Aligned,NP_002723.2,2.5e-73,258.2,cAMP-dependent protein kinase catalyti,GCF_000001405.40
220,Mass_AKT_Aligned,NP_001356599.1,3.2e-73,257.9,ribosomal protein S6 kinase beta-1 iso,GCF_000001405.40
221,Mass_AKT_Aligned,NP_001304855.1,6.4e-73,256.9,serine/threonine-protein kinase N3 iso,GCF_000001405.40
