,query_id,hit_id,hit_eval,hit_bitscore,hit_description,accn
39,Mass_AKT_Aligned,XP_018636958.1,2e-07,35.3,protein kinase domain-containing prote,GCF_000006565.2
40,Mass_AKT_Aligned,XP_018638537.1,2.7e-07,34.9,calcium-dependent protein kinase CDPK4,GCF_000006565.2
41,Mass_AKT_Aligned,XP_002366682.1,3.8e-07,34.4,ULK kinase [Toxoplasma gondii ME49],GCF_000006565.2
42,Mass_AKT_Aligned,XP_018635298.1,1.5e-06,32.4,ULK kinase [Toxoplasma gondii ME49],GCF_000006565.2
43,Mass_AKT_Aligned,XP_002370410.1,2.5e-06,31.6,"CAM kinase, CDPK family [Toxoplasma go",GCF_000006565.2
44,Mass_AKT_Aligned,XP_002371374.1,3e-05,28.0,"cell-cycle-associated protein kinase,",GCF_000006565.2
45,Mass_AKT_Aligned,XP_002369174.1,4.5e-05,27.5,cyclin-dependent kinase family 5 prote,GCF_000006565.2
46,Mass_AKT_Aligned,XP_002366584.2,0.0001,26.3,protein kinase (incomplete catalytic t,GCF_000006565.2
47,Mass_AKT_Aligned,XP_018635026.1,0.0003,24.7,cell-cycle-associated protein kinase C,GCF_000006565.2
48,Mass_AKT_Aligned,XP_002366833.1,0.00086,23.2,atypical MEK-related kinase (incomplet,GCF_000006565.2
49,Mass_AKT_Aligned,XP_002369665.1,0.005,20.7,Tyrosine kinase-like (TKL) protein [To,GCF_000006565.2
50,Mass_AKT_Aligned,XP_018637920.1,0.0064,20.3,protein kinase domain-containing prote,GCF_000006565.2
51,Mass_AKT_Aligned,XP_018636006.1,0.048,17.4,Tyrosine kinase-like (TKL) protein [To,GCF_000006565.2
52,Mass_AKT_Aligned,XP_018637123.1,0.068,16.9,"protein kinase, putative [Toxoplasma g",GCF_000006565.2
53,Mass_AKT_Aligned,XP_018637623.1,0.22,15.2,protein kinase (incomplete catalytic t,GCF_000006565.2
54,Mass_AKT_Aligned,XP_018637662.1,0.29,14.8,protein kinase [Toxoplasma gondii ME49,GCF_000006565.2
55,Mass_AKT_Aligned,XP_018637942.1,0.43,14.2,Tyrosine kinase-like (TKL) protein [To,GCF_000006565.2
56,Mass_AKT_Aligned,XP_018636256.1,1.7,12.2,cell-cycle-associated protein kinase G,GCF_000006565.2
57,Mass_AKT_Aligned,XP_018638598.1,2.2,11.9,NEK kinase [Toxoplasma gondii ME49],GCF_000006565.2
58,Mass_AKT_Aligned,XP_002369128.1,3.8,11.1,"protein kinase, putative [Toxoplasma g",GCF_000006565.2
59,Mass_AKT_Aligned,XP_002370610.1,5.0,10.7,cell-cycle-associated protein kinase C,GCF_000006565.2
60,Mass_AKT_Aligned,XP_018635512.1,6.6,10.3,eIF2 kinase IF2K-B [Toxoplasma gondii,GCF_000006565.2
61,Mass_AKT_Aligned,XP_002368662.1,6.9,10.2,cell-cycle-associated protein kinase G,GCF_000006565.2
62,Mass_AKT_Aligned,XP_018637476.1,7.2,10.2,rhoptry kinase family protein ROP19A [,GCF_000006565.2
63,Mass_AKT_Aligned,XP_002371588.1,7.3,10.2,"protein kinase, other [Toxoplasma gond",GCF_000006565.2
64,Mass_AKT_Aligned,XP_002366753.2,7.5,10.1,rhoptry kinase family protein ROP29 [T,GCF_000006565.2
65,Mass_AKT_Aligned,XP_018634761.1,7.5,10.1,myosin-light-chain kinase [Toxoplasma,GCF_000006565.2
66,Mass_AKT_Aligned,XP_018634760.1,7.5,10.1,myosin-light-chain kinase [Toxoplasma,GCF_000006565.2
67,Mass_AKT_Aligned,XP_018634858.1,8.1,10.0,calcium-dependent protein kinase CDPK9,GCF_000006565.2
68,Mass_AKT_Aligned,XP_002366751.2,8.3,10.0,rhoptry kinase family protein ROP38 [T,GCF_000006565.2
69,Mass_AKT_Aligned,XP_018634757.1,8.3,10.0,myosin-light-chain kinase [Toxoplasma,GCF_000006565.2
,query_id,hit_id,hit_eval,hit_bitscore,hit_description,accn
0,Mass_AKT_Aligned,XP_001347133.1,1.3e-70,241.0,cAMP-dependent protein kinase catalyti,GCF_000141845.1
1,Mass_AKT_Aligned,XP_001346828.1,3.1e-55,189.9,Protein kinase (macronuclear) [Paramec,GCF_000141845.1
2,Mass_AKT_Aligned,XP_001347161.1,7.6e-52,178.7,"Putative kinase, similar to Sgk1 serin",GCF_000141845.1
3,Mass_AKT_Aligned,XP_001347188.1,2.9e-39,136.9,SNF1-related protein kinase (macronucl,GCF_000141845.1
4,Mass_AKT_Aligned,XP_001347011.1,9.4e-35,121.9,SNF1-related protein kinase (macronucl,GCF_000141845.1
5,Mass_AKT_Aligned,XP_001346931.1,4.7e-30,106.3,Protein kinase (macronuclear) [Paramec,GCF_000141845.1
6,Mass_AKT_Aligned,XP_001347178.1,1e-27,98.5,cGMP-dependent protein kinase (macronu,GCF_000141845.1
7,Mass_AKT_Aligned,XP_001347264.1,4.3e-27,96.4,Calcium-dependent protein kinase (macr,GCF_000141845.1
8,Mass_AKT_Aligned,XP_001346949.1,9.8e-12,45.4,Protein kinase (macronuclear) [Paramec,GCF_000141845.1
9,Mass_AKT_Aligned,XP_001347275.1,1.1e-11,45.3,Serine/threonine protein kinase tousle,GCF_000141845.1
10,Mass_AKT_Aligned,XP_001346987.1,6.5e-10,39.4,Protein kinase (macronuclear) [Paramec,GCF_000141845.1
11,Mass_AKT_Aligned,XP_001346834.1,4.7e-09,36.5,Protein kinase (macronuclear) [Paramec,GCF_000141845.1
12,Mass_AKT_Aligned,XP_001346889.1,7e-08,32.6,UNC51-like kinase (macronuclear) [Para,GCF_000141845.1
13,Mass_AKT_Aligned,XP_001347283.1,1.6e-06,28.1,Protein kinase (macronuclear) [Paramec,GCF_000141845.1
14,Mass_AKT_Aligned,XP_001346842.1,1.9e-06,27.8,MAP kinase (macronuclear) [Paramecium,GCF_000141845.1
15,Mass_AKT_Aligned,XP_001347219.1,0.0016,18.2,Protein kinase (macronuclear) [Paramec,GCF_000141845.1
16,Mass_AKT_Aligned,XP_001347250.1,0.0026,17.5,Protein kinase (macronuclear) [Paramec,GCF_000141845.1
17,Mass_AKT_Aligned,XP_001346988.1,0.012,15.2,Protein kinase (macronuclear) [Paramec,GCF_000141845.1
18,Mass_AKT_Aligned,XP_001347242.1,0.025,14.2,Protein kinase (macronuclear) [Paramec,GCF_000141845.1
19,Mass_AKT_Aligned,XP_001346956.1,0.025,14.2,Protein kinase (macronuclear) [Paramec,GCF_000141845.1
20,Mass_AKT_Aligned,XP_001347239.1,0.056,13.0,Casein kinase II alpha subunit (macron,GCF_000141845.1
21,Mass_AKT_Aligned,XP_001347277.1,1.6,8.2,Protein kinase (macronuclear) [Paramec,GCF_000141845.1
22,Mass_AKT_Aligned,XP_001347130.1,1.9,7.9,Protein kinase (macronuclear) [Paramec,GCF_000141845.1
23,Mass_AKT_Aligned,XP_001347118.1,5.4,6.4,Pleckstrin homology domain protein (ma,GCF_000141845.1
24,Mass_AKT_Aligned,XP_001347022.1,9.7,5.5,Casein kinase II catalytic subunit (ma,GCF_000141845.1
,query_id,hit_id,hit_eval,hit_bitscore,hit_description,accn
0,Mass_AKT_Aligned,XP_001436214.1,5.9e-94,325.0,uncharacterized protein GSPATT00007028,GCF_000165425.1
1,Mass_AKT_Aligned,XP_001449219.1,2.2e-93,323.0,uncharacterized protein GSPATT00016635,GCF_000165425.1
2,Mass_AKT_Aligned,XP_001442425.1,6e-89,308.3,uncharacterized protein GSPATT00001230,GCF_000165425.1
3,Mass_AKT_Aligned,XP_001452796.1,2.7e-87,302.9,uncharacterized protein GSPATT00002799,GCF_000165425.1
4,Mass_AKT_Aligned,XP_001452550.1,1.5e-84,293.7,uncharacterized protein GSPATT00002553,GCF_000165425.1
5,Mass_AKT_Aligned,XP_001430851.1,4.9e-84,292.0,uncharacterized protein GSPATT00033306,GCF_000165425.1
6,Mass_AKT_Aligned,XP_001442698.1,9e-81,281.2,uncharacterized protein GSPATT00001504,GCF_000165425.1
7,Mass_AKT_Aligned,XP_001426528.1,9.5e-81,281.1,uncharacterized protein GSPATT00029761,GCF_000165425.1
8,Mass_AKT_Aligned,XP_001439328.1,2.4e-80,279.8,uncharacterized protein GSPATT00008410,GCF_000165425.1
9,Mass_AKT_Aligned,XP_001456785.1,3.1e-80,279.4,uncharacterized protein GSPATT00022560,GCF_000165425.1
10,Mass_AKT_Aligned,XP_001453777.1,1.2e-79,277.5,uncharacterized protein GSPATT00020061,GCF_000165425.1
11,Mass_AKT_Aligned,XP_001457029.1,1.3e-79,277.3,uncharacterized protein GSPATT00022804,GCF_000165425.1
12,Mass_AKT_Aligned,XP_001446226.1,1.9e-79,276.8,uncharacterized protein GSPATT00001870,GCF_000165425.1
13,Mass_AKT_Aligned,XP_001456532.1,9.7e-79,274.4,uncharacterized protein GSPATT00022304,GCF_000165425.1
14,Mass_AKT_Aligned,XP_001450719.1,1.1e-78,274.2,uncharacterized protein GSPATT00017666,GCF_000165425.1
15,Mass_AKT_Aligned,XP_001435282.1,3.6e-77,269.2,uncharacterized protein GSPATT00036666,GCF_000165425.1
16,Mass_AKT_Aligned,XP_001437914.1,4.5e-77,268.9,uncharacterized protein GSPATT00007652,GCF_000165425.1
17,Mass_AKT_Aligned,XP_001456641.1,1.6e-76,267.1,uncharacterized protein GSPATT00022415,GCF_000165425.1
18,Mass_AKT_Aligned,XP_001456072.1,5e-76,265.4,uncharacterized protein GSPATT00021843,GCF_000165425.1
19,Mass_AKT_Aligned,XP_001458576.1,6.5e-76,265.0,uncharacterized protein GSPATT00023907,GCF_000165425.1
20,Mass_AKT_Aligned,XP_001455304.1,3.8e-75,262.5,uncharacterized protein GSPATT00021531,GCF_000165425.1
21,Mass_AKT_Aligned,XP_001454607.1,2.1e-74,260.0,uncharacterized protein GSPATT00020863,GCF_000165425.1
22,Mass_AKT_Aligned,XP_001458902.1,3.2e-73,256.1,uncharacterized protein GSPATT00024233,GCF_000165425.1
23,Mass_AKT_Aligned,XP_001428411.1,6.3e-73,255.1,uncharacterized protein GSPATT00031242,GCF_000165425.1
24,Mass_AKT_Aligned,XP_001442463.1,1.7e-72,253.7,uncharacterized protein GSPATT00001268,GCF_000165425.1
25,Mass_AKT_Aligned,XP_001443168.1,2.8e-72,253.0,uncharacterized protein GSPATT00011371,GCF_000165425.1
26,Mass_AKT_Aligned,XP_001431227.1,7.2e-72,251.6,uncharacterized protein GSPATT00033682,GCF_000165425.1
27,Mass_AKT_Aligned,XP_001426212.1,2.1e-71,250.0,uncharacterized protein GSPATT00029443,GCF_000165425.1
28,Mass_AKT_Aligned,XP_001438765.1,2.8e-71,249.7,uncharacterized protein GSPATT00001082,GCF_000165425.1
29,Mass_AKT_Aligned,XP_001433856.1,1.5e-70,247.2,uncharacterized protein GSPATT00035588,GCF_000165425.1
30,Mass_AKT_Aligned,XP_001437941.1,2.5e-70,246.5,uncharacterized protein GSPATT00007679,GCF_000165425.1
31,Mass_AKT_Aligned,XP_001455284.1,3e-70,246.2,uncharacterized protein GSPATT00021511,GCF_000165425.1
32,Mass_AKT_Aligned,XP_001456997.1,3.8e-70,245.9,uncharacterized protein GSPATT00022772,GCF_000165425.1
33,Mass_AKT_Aligned,XP_001454236.1,8.3e-70,244.8,uncharacterized protein GSPATT00020501,GCF_000165425.1
34,Mass_AKT_Aligned,XP_001441008.1,1.2e-69,244.2,uncharacterized protein GSPATT00009883,GCF_000165425.1
35,Mass_AKT_Aligned,XP_001442059.1,1.3e-69,244.1,uncharacterized protein GSPATT00010830,GCF_000165425.1
36,Mass_AKT_Aligned,XP_001424500.1,1.4e-69,244.0,uncharacterized protein GSPATT00028137,GCF_000165425.1
37,Mass_AKT_Aligned,XP_001439848.1,1.6e-69,243.8,uncharacterized protein GSPATT00008893,GCF_000165425.1
38,Mass_AKT_Aligned,XP_001446772.1,2.4e-69,243.2,uncharacterized protein GSPATT00014321,GCF_000165425.1
39,Mass_AKT_Aligned,XP_001426498.1,3.1e-69,242.9,uncharacterized protein GSPATT00029731,GCF_000165425.1
40,Mass_AKT_Aligned,XP_001429186.1,3.8e-69,242.6,uncharacterized protein GSPATT00032020,GCF_000165425.1
41,Mass_AKT_Aligned,XP_001437129.1,5.5e-69,242.0,uncharacterized protein GSPATT00038175,GCF_000165425.1
42,Mass_AKT_Aligned,XP_001433089.1,8.1e-69,241.5,uncharacterized protein GSPATT00035172,GCF_000165425.1
43,Mass_AKT_Aligned,XP_001423153.1,1.1e-68,241.0,uncharacterized protein GSPATT00000190,GCF_000165425.1
44,Mass_AKT_Aligned,XP_001460411.1,1.3e-68,240.8,uncharacterized protein GSPATT00003883,GCF_000165425.1
45,Mass_AKT_Aligned,XP_001454992.1,7.1e-68,238.3,uncharacterized protein GSPATT00021227,GCF_000165425.1
46,Mass_AKT_Aligned,XP_001434202.1,3e-67,236.3,uncharacterized protein GSPATT00035935,GCF_000165425.1
47,Mass_AKT_Aligned,XP_001428156.1,1.1e-66,234.4,uncharacterized protein GSPATT00030987,GCF_000165425.1
48,Mass_AKT_Aligned,XP_001431467.1,1.1e-66,234.4,uncharacterized protein GSPATT00005921,GCF_000165425.1
49,Mass_AKT_Aligned,XP_001445865.1,1.3e-66,234.1,uncharacterized protein GSPATT00013898,GCF_000165425.1
50,Mass_AKT_Aligned,XP_001425565.1,1.4e-66,234.0,uncharacterized protein GSPATT00029203,GCF_000165425.1
51,Mass_AKT_Aligned,XP_001462399.1,2.4e-66,233.3,uncharacterized protein GSPATT00027355,GCF_000165425.1
52,Mass_AKT_Aligned,XP_001456524.1,3.8e-66,232.6,uncharacterized protein GSPATT00022296,GCF_000165425.1
53,Mass_AKT_Aligned,XP_001438999.1,6.4e-66,231.8,uncharacterized protein GSPATT00008150,GCF_000165425.1
54,Mass_AKT_Aligned,XP_001426615.1,1.4e-65,230.7,uncharacterized protein GSPATT00029848,GCF_000165425.1
55,Mass_AKT_Aligned,XP_001443649.1,2.4e-65,229.9,uncharacterized protein GSPATT00011825,GCF_000165425.1
56,Mass_AKT_Aligned,XP_001426136.1,3e-65,229.6,uncharacterized protein GSPATT00029366,GCF_000165425.1
57,Mass_AKT_Aligned,XP_001425164.1,3.2e-65,229.5,uncharacterized protein GSPATT00028801,GCF_000165425.1
58,Mass_AKT_Aligned,XP_001455776.1,2.1e-64,226.8,uncharacterized protein GSPATT00003348,GCF_000165425.1
59,Mass_AKT_Aligned,XP_001450390.1,2.4e-64,226.6,uncharacterized protein GSPATT00017350,GCF_000165425.1
60,Mass_AKT_Aligned,XP_001433420.1,2.6e-64,226.5,uncharacterized protein GSPATT00006522,GCF_000165425.1
61,Mass_AKT_Aligned,XP_001462149.1,2.9e-64,226.3,uncharacterized protein GSPATT00027100,GCF_000165425.1
62,Mass_AKT_Aligned,XP_001426034.1,4.9e-64,225.6,uncharacterized protein GSPATT00005009,GCF_000165425.1
63,Mass_AKT_Aligned,XP_001430710.1,5e-64,225.6,uncharacterized protein GSPATT00033165,GCF_000165425.1
64,Mass_AKT_Aligned,XP_001427766.1,5.5e-64,225.4,uncharacterized protein GSPATT00005117,GCF_000165425.1
65,Mass_AKT_Aligned,XP_001435568.1,7.5e-64,225.0,uncharacterized protein GSPATT00036954,GCF_000165425.1
66,Mass_AKT_Aligned,XP_001455942.1,8.4e-64,224.8,uncharacterized protein GSPATT00021713,GCF_000165425.1
67,Mass_AKT_Aligned,XP_001436903.1,9.4e-64,224.6,uncharacterized protein GSPATT00037945,GCF_000165425.1
68,Mass_AKT_Aligned,XP_001441505.1,9.6e-64,224.6,uncharacterized protein GSPATT00010342,GCF_000165425.1
69,Mass_AKT_Aligned,XP_001453051.1,1.6e-63,223.9,uncharacterized protein GSPATT00019371,GCF_000165425.1
70,Mass_AKT_Aligned,XP_001428222.1,4e-63,222.6,uncharacterized protein GSPATT00031053,GCF_000165425.1
71,Mass_AKT_Aligned,XP_001450629.1,6.1e-63,222.0,uncharacterized protein GSPATT00017576,GCF_000165425.1
72,Mass_AKT_Aligned,XP_001457615.1,1.1e-62,221.1,uncharacterized protein GSPATT00023393,GCF_000165425.1
73,Mass_AKT_Aligned,XP_001426930.1,1.5e-62,220.7,uncharacterized protein GSPATT00030166,GCF_000165425.1
74,Mass_AKT_Aligned,XP_001430944.1,2e-62,220.2,uncharacterized protein GSPATT00033399,GCF_000165425.1
75,Mass_AKT_Aligned,XP_001426676.1,5.8e-62,218.7,uncharacterized protein GSPATT00029909,GCF_000165425.1
76,Mass_AKT_Aligned,XP_001437951.1,1.3e-61,217.5,uncharacterized protein GSPATT00007689,GCF_000165425.1
77,Mass_AKT_Aligned,XP_001455977.1,1.8e-61,217.1,uncharacterized protein GSPATT00021748,GCF_000165425.1
78,Mass_AKT_Aligned,XP_001455930.1,2.2e-61,216.8,uncharacterized protein GSPATT00021701,GCF_000165425.1
79,Mass_AKT_Aligned,XP_001427505.1,3.8e-61,216.0,uncharacterized protein GSPATT00030745,GCF_000165425.1
80,Mass_AKT_Aligned,XP_001461359.1,7.5e-61,215.0,uncharacterized protein GSPATT00026309,GCF_000165425.1
81,Mass_AKT_Aligned,XP_001427465.1,1.1e-60,214.4,uncharacterized protein GSPATT00030705,GCF_000165425.1
82,Mass_AKT_Aligned,XP_001437353.1,2.5e-60,213.3,uncharacterized protein GSPATT00007396,GCF_000165425.1
83,Mass_AKT_Aligned,XP_001433276.1,3.4e-60,212.8,uncharacterized protein GSPATT00006378,GCF_000165425.1
84,Mass_AKT_Aligned,XP_001426240.1,4.2e-60,212.5,uncharacterized protein GSPATT00029472,GCF_000165425.1
85,Mass_AKT_Aligned,XP_001453772.1,5.3e-60,212.2,uncharacterized protein GSPATT00020056,GCF_000165425.1
86,Mass_AKT_Aligned,XP_001457605.1,5.4e-60,212.2,uncharacterized protein GSPATT00023383,GCF_000165425.1
87,Mass_AKT_Aligned,XP_001447803.1,6.4e-60,211.9,uncharacterized protein GSPATT00015301,GCF_000165425.1
88,Mass_AKT_Aligned,XP_001459025.1,9.7e-60,211.3,uncharacterized protein GSPATT00024357,GCF_000165425.1
89,Mass_AKT_Aligned,XP_001461324.1,4.5e-59,209.1,uncharacterized protein GSPATT00026274,GCF_000165425.1
90,Mass_AKT_Aligned,XP_001459454.1,1.2e-58,207.7,uncharacterized protein GSPATT00024788,GCF_000165425.1
91,Mass_AKT_Aligned,XP_001432136.1,1.6e-58,207.2,uncharacterized protein GSPATT00034216,GCF_000165425.1
92,Mass_AKT_Aligned,XP_001437858.1,1.8e-58,207.1,uncharacterized protein GSPATT00038565,GCF_000165425.1
93,Mass_AKT_Aligned,XP_001459917.1,2.6e-58,206.6,uncharacterized protein GSPATT00025254,GCF_000165425.1
94,Mass_AKT_Aligned,XP_001454476.1,3.6e-58,206.1,uncharacterized protein GSPATT00020732,GCF_000165425.1
95,Mass_AKT_Aligned,XP_001440007.1,8.8e-58,204.8,uncharacterized protein GSPATT00009001,GCF_000165425.1
96,Mass_AKT_Aligned,XP_001447452.1,2.1e-56,200.2,uncharacterized protein GSPATT00014962,GCF_000165425.1
97,Mass_AKT_Aligned,XP_001440551.1,3.6e-56,199.5,uncharacterized protein GSPATT00009502,GCF_000165425.1
98,Mass_AKT_Aligned,XP_001453666.1,3.9e-56,199.3,uncharacterized protein GSPATT00019962,GCF_000165425.1
99,Mass_AKT_Aligned,XP_001439381.1,5.6e-56,198.8,uncharacterized protein GSPATT00008463,GCF_000165425.1
100,Mass_AKT_Aligned,XP_001435767.1,1.1e-55,197.8,uncharacterized protein GSPATT00037154,GCF_000165425.1
101,Mass_AKT_Aligned,XP_001424163.1,2.7e-55,196.5,uncharacterized protein GSPATT00027796,GCF_000165425.1
102,Mass_AKT_Aligned,XP_001455855.1,2.9e-55,196.4,uncharacterized protein GSPATT00021625,GCF_000165425.1
103,Mass_AKT_Aligned,XP_001443892.1,3.7e-55,196.1,uncharacterized protein GSPATT00012047,GCF_000165425.1
104,Mass_AKT_Aligned,XP_001452478.1,8.6e-55,194.9,uncharacterized protein GSPATT00002480,GCF_000165425.1
105,Mass_AKT_Aligned,XP_001457534.1,1.2e-54,194.4,uncharacterized protein GSPATT00023311,GCF_000165425.1
106,Mass_AKT_Aligned,XP_001451442.1,2.6e-54,193.3,uncharacterized protein GSPATT00018263,GCF_000165425.1
107,Mass_AKT_Aligned,XP_001423818.1,1.3e-53,190.9,uncharacterized protein GSPATT00004514,GCF_000165425.1
108,Mass_AKT_Aligned,XP_001423522.1,2.7e-53,189.9,uncharacterized protein GSPATT00000560,GCF_000165425.1
109,Mass_AKT_Aligned,XP_001448484.1,6.9e-53,188.6,uncharacterized protein GSPATT00015946,GCF_000165425.1
110,Mass_AKT_Aligned,XP_001452432.1,1.1e-52,187.9,uncharacterized protein GSPATT00019217,GCF_000165425.1
111,Mass_AKT_Aligned,XP_001442785.1,1.6e-52,187.3,uncharacterized protein GSPATT00001592,GCF_000165425.1
112,Mass_AKT_Aligned,XP_001432872.1,4.2e-52,185.9,uncharacterized protein GSPATT00034954,GCF_000165425.1
113,Mass_AKT_Aligned,XP_001444245.1,4.8e-52,185.7,uncharacterized protein GSPATT00012372,GCF_000165425.1
114,Mass_AKT_Aligned,XP_001448967.1,6.4e-52,185.3,uncharacterized protein GSPATT00016396,GCF_000165425.1
115,Mass_AKT_Aligned,XP_001428315.1,1.5e-51,184.1,uncharacterized protein GSPATT00031146,GCF_000165425.1
116,Mass_AKT_Aligned,XP_001438983.1,1.6e-51,184.0,uncharacterized protein GSPATT00008134,GCF_000165425.1
117,Mass_AKT_Aligned,XP_001460680.1,2.8e-51,183.2,uncharacterized protein GSPATT00004152,GCF_000165425.1
118,Mass_AKT_Aligned,XP_001462268.1,2.8e-51,183.2,uncharacterized protein GSPATT00027222,GCF_000165425.1
119,Mass_AKT_Aligned,XP_001454389.1,3e-51,183.1,uncharacterized protein GSPATT00020656,GCF_000165425.1
120,Mass_AKT_Aligned,XP_001458036.1,4.2e-51,182.6,uncharacterized protein GSPATT00003501,GCF_000165425.1
121,Mass_AKT_Aligned,XP_001435779.1,5.3e-51,182.3,uncharacterized protein GSPATT00037166,GCF_000165425.1
122,Mass_AKT_Aligned,XP_001441197.1,5.4e-51,182.3,uncharacterized protein GSPATT00010072,GCF_000165425.1
123,Mass_AKT_Aligned,XP_001448563.1,6.8e-51,181.9,uncharacterized protein GSPATT00016007,GCF_000165425.1
124,Mass_AKT_Aligned,XP_001426490.1,9.9e-51,181.4,uncharacterized protein GSPATT00029723,GCF_000165425.1
125,Mass_AKT_Aligned,XP_001460623.1,1e-50,181.3,uncharacterized protein GSPATT00004095,GCF_000165425.1
126,Mass_AKT_Aligned,XP_001427414.1,1.3e-50,180.9,uncharacterized protein GSPATT00030654,GCF_000165425.1
