,query_id,hit_id,hit_eval,hit_bitscore,hit_description
28,Mass_AKT_Aligned,XP_001434202.1,1.2e-44,161.2,uncharacterized protein GSPATT00035935
29,Mass_AKT_Aligned,XP_001428156.1,1.9e-44,160.5,uncharacterized protein GSPATT00030987
30,Mass_AKT_Aligned,XP_001430851.1,2.6e-44,160.1,uncharacterized protein GSPATT00033306
31,Mass_AKT_Aligned,XP_001457615.1,6.3e-44,158.8,uncharacterized protein GSPATT00023393
32,Mass_AKT_Aligned,XP_001433089.1,8.1e-44,158.4,uncharacterized protein GSPATT00035172
33,Mass_AKT_Aligned,XP_001431467.1,1.4e-43,157.6,uncharacterized protein GSPATT00005921
34,Mass_AKT_Aligned,XP_001455942.1,1.9e-43,157.2,uncharacterized protein GSPATT00021713
35,Mass_AKT_Aligned,XP_001426136.1,1.9e-43,157.2,uncharacterized protein GSPATT00029366
36,Mass_AKT_Aligned,XP_001455977.1,6e-43,155.5,uncharacterized protein GSPATT00021748
37,Mass_AKT_Aligned,XP_001425565.1,2.9e-42,153.2,uncharacterized protein GSPATT00029203
38,Mass_AKT_Aligned,XP_001433420.1,4.6e-41,149.3,uncharacterized protein GSPATT00006522
39,Mass_AKT_Aligned,XP_001425164.1,6.8e-41,148.7,uncharacterized protein GSPATT00028801
40,Mass_AKT_Aligned,XP_001427505.1,1.5e-40,147.5,uncharacterized protein GSPATT00030745
41,Mass_AKT_Aligned,XP_001432136.1,3.2e-40,146.5,uncharacterized protein GSPATT00034216
42,Mass_AKT_Aligned,XP_001426240.1,3.3e-40,146.4,uncharacterized protein GSPATT00029472
43,Mass_AKT_Aligned,XP_001452550.1,4.1e-40,146.1,uncharacterized protein GSPATT00002553
44,Mass_AKT_Aligned,XP_001459454.1,3e-39,143.2,uncharacterized protein GSPATT00024788
45,Mass_AKT_Aligned,XP_001426615.1,2.2e-38,140.4,uncharacterized protein GSPATT00029848
46,Mass_AKT_Aligned,XP_001461324.1,1.9e-37,137.3,uncharacterized protein GSPATT00026274
47,Mass_AKT_Aligned,XP_001457534.1,1.9e-37,137.2,uncharacterized protein GSPATT00023311
48,Mass_AKT_Aligned,XP_001454389.1,1.9e-36,134.0,uncharacterized protein GSPATT00020656
49,Mass_AKT_Aligned,XP_001456785.1,2.4e-36,133.6,uncharacterized protein GSPATT00022560
50,Mass_AKT_Aligned,XP_001423522.1,3.3e-36,133.1,uncharacterized protein GSPATT00000560
51,Mass_AKT_Aligned,XP_001459025.1,4.3e-36,132.8,uncharacterized protein GSPATT00024357
52,Mass_AKT_Aligned,XP_001435767.1,4.7e-36,132.6,uncharacterized protein GSPATT00037154
53,Mass_AKT_Aligned,XP_001460680.1,5.4e-36,132.4,uncharacterized protein GSPATT00004152
54,Mass_AKT_Aligned,XP_001438983.1,2.7e-35,130.1,uncharacterized protein GSPATT00008134
55,Mass_AKT_Aligned,XP_001450839.1,3.8e-35,129.6,uncharacterized protein GSPATT00017771
56,Mass_AKT_Aligned,XP_001442698.1,4.5e-35,129.4,uncharacterized protein GSPATT00001504
57,Mass_AKT_Aligned,XP_001441197.1,1.1e-34,128.1,uncharacterized protein GSPATT00010072
58,Mass_AKT_Aligned,XP_001435282.1,1.1e-34,128.1,uncharacterized protein GSPATT00036666
59,Mass_AKT_Aligned,XP_001426212.1,1.5e-34,127.7,uncharacterized protein GSPATT00029443
60,Mass_AKT_Aligned,XP_001455855.1,2.6e-34,126.8,uncharacterized protein GSPATT00021625
61,Mass_AKT_Aligned,XP_001459091.1,1.8e-33,124.0,uncharacterized protein GSPATT00024424
62,Mass_AKT_Aligned,XP_001462268.1,3.7e-33,123.0,uncharacterized protein GSPATT00027222
63,Mass_AKT_Aligned,XP_001433856.1,6.1e-33,122.3,uncharacterized protein GSPATT00035588
64,Mass_AKT_Aligned,XP_001456271.1,2.2e-32,120.4,uncharacterized protein GSPATT00022042
65,Mass_AKT_Aligned,XP_001458036.1,2.9e-32,120.0,uncharacterized protein GSPATT00003501
66,Mass_AKT_Aligned,XP_001427414.1,3.1e-32,119.9,uncharacterized protein GSPATT00030654
67,Mass_AKT_Aligned,XP_001454476.1,4.2e-32,119.5,uncharacterized protein GSPATT00020732
68,Mass_AKT_Aligned,XP_001448631.1,8e-32,118.6,uncharacterized protein GSPATT00016075
69,Mass_AKT_Aligned,XP_001423123.1,8.6e-32,118.5,uncharacterized protein GSPATT00000160
70,Mass_AKT_Aligned,XP_001459917.1,1.2e-31,118.0,uncharacterized protein GSPATT00025254
71,Mass_AKT_Aligned,XP_001440007.1,2.5e-31,116.9,uncharacterized protein GSPATT00009001
72,Mass_AKT_Aligned,XP_001434781.1,9.1e-31,115.1,uncharacterized protein GSPATT00006690
73,Mass_AKT_Aligned,XP_001429763.1,1.6e-30,114.3,uncharacterized protein GSPATT00005611
74,Mass_AKT_Aligned,XP_001442803.1,1.2e-29,111.3,uncharacterized protein GSPATT00001610
75,Mass_AKT_Aligned,XP_001462550.1,1.4e-29,111.1,uncharacterized protein GSPATT00027506
76,Mass_AKT_Aligned,XP_001427286.1,1.5e-29,111.1,uncharacterized protein GSPATT00030525
77,Mass_AKT_Aligned,XP_001459310.1,1.7e-29,110.9,uncharacterized protein GSPATT00024644
78,Mass_AKT_Aligned,XP_001442233.1,4.5e-29,109.4,uncharacterized protein GSPATT00011004
79,Mass_AKT_Aligned,XP_001443640.1,6.4e-29,108.9,uncharacterized protein GSPATT00011816
80,Mass_AKT_Aligned,XP_001456641.1,9.6e-29,108.3,uncharacterized protein GSPATT00022415
81,Mass_AKT_Aligned,XP_001461434.1,1.3e-28,108.0,uncharacterized protein GSPATT00026384
82,Mass_AKT_Aligned,XP_001456134.1,1.4e-28,107.8,uncharacterized protein GSPATT00021905
83,Mass_AKT_Aligned,XP_001458943.1,2e-28,107.3,uncharacterized protein GSPATT00024274
84,Mass_AKT_Aligned,XP_001442425.1,2.3e-28,107.1,uncharacterized protein GSPATT00001230
85,Mass_AKT_Aligned,XP_001436903.1,2.6e-28,106.9,uncharacterized protein GSPATT00037945
86,Mass_AKT_Aligned,XP_001428315.1,4.4e-28,106.1,uncharacterized protein GSPATT00031146
87,Mass_AKT_Aligned,XP_001454236.1,1.4e-27,104.5,uncharacterized protein GSPATT00020501
88,Mass_AKT_Aligned,XP_001451887.1,2e-27,104.0,uncharacterized protein GSPATT00018695
89,Mass_AKT_Aligned,XP_001455596.1,3.9e-27,103.0,uncharacterized protein GSPATT00003167
90,Mass_AKT_Aligned,XP_001441245.1,8.5e-27,101.9,uncharacterized protein GSPATT00010120
91,Mass_AKT_Aligned,XP_001438610.1,9e-27,101.8,uncharacterized protein GSPATT00000926
92,Mass_AKT_Aligned,XP_001452796.1,1.1e-26,101.5,uncharacterized protein GSPATT00002799
93,Mass_AKT_Aligned,XP_001439328.1,1.5e-26,101.0,uncharacterized protein GSPATT00008410
94,Mass_AKT_Aligned,XP_001438765.1,7.5e-26,98.7,uncharacterized protein GSPATT00001082
95,Mass_AKT_Aligned,XP_001441008.1,1.1e-25,98.3,uncharacterized protein GSPATT00009883
96,Mass_AKT_Aligned,XP_001438305.1,3.1e-25,96.7,uncharacterized protein GSPATT00000619
97,Mass_AKT_Aligned,XP_001447759.1,3.4e-25,96.5,uncharacterized protein GSPATT00015257
98,Mass_AKT_Aligned,XP_001437415.1,3.8e-25,96.4,uncharacterized protein GSPATT00007458
99,Mass_AKT_Aligned,XP_001442536.1,4.2e-25,96.3,uncharacterized protein GSPATT00001342
100,Mass_AKT_Aligned,XP_001448563.1,5.5e-25,95.9,uncharacterized protein GSPATT00016007
101,Mass_AKT_Aligned,XP_001445944.1,8.2e-25,95.3,uncharacterized protein GSPATT00013977
102,Mass_AKT_Aligned,XP_001441828.1,8.4e-25,95.3,uncharacterized protein GSPATT00010631
103,Mass_AKT_Aligned,XP_001455101.1,1.3e-24,94.7,uncharacterized protein GSPATT00021337
104,Mass_AKT_Aligned,XP_001427654.1,1.4e-24,94.5,uncharacterized protein GSPATT00030895
105,Mass_AKT_Aligned,XP_001427769.1,1.6e-24,94.4,uncharacterized protein GSPATT00005120
106,Mass_AKT_Aligned,XP_001455284.1,1.9e-24,94.0,uncharacterized protein GSPATT00021511
107,Mass_AKT_Aligned,XP_001423746.1,2.1e-24,94.0,uncharacterized protein GSPATT00004442
108,Mass_AKT_Aligned,XP_001446929.1,2.5e-24,93.7,uncharacterized protein GSPATT00014478
109,Mass_AKT_Aligned,XP_001460411.1,2.8e-24,93.5,uncharacterized protein GSPATT00003883
110,Mass_AKT_Aligned,XP_001439848.1,4.6e-24,92.8,uncharacterized protein GSPATT00008893
111,Mass_AKT_Aligned,XP_001460320.1,5.5e-24,92.5,uncharacterized protein GSPATT00025660
112,Mass_AKT_Aligned,XP_001439693.1,6.8e-24,92.2,uncharacterized protein GSPATT00008738
113,Mass_AKT_Aligned,XP_001462399.1,8.6e-24,91.9,uncharacterized protein GSPATT00027355
114,Mass_AKT_Aligned,XP_001426498.1,9.4e-24,91.8,uncharacterized protein GSPATT00029731
115,Mass_AKT_Aligned,XP_001456997.1,1.2e-23,91.4,uncharacterized protein GSPATT00022772
116,Mass_AKT_Aligned,XP_001426480.1,1.6e-23,91.0,uncharacterized protein GSPATT00029713
117,Mass_AKT_Aligned,XP_001435568.1,1.7e-23,90.9,uncharacterized protein GSPATT00036954
118,Mass_AKT_Aligned,XP_001460623.1,2e-23,90.7,uncharacterized protein GSPATT00004095
119,Mass_AKT_Aligned,XP_001430079.1,2.9e-23,90.1,uncharacterized protein GSPATT00032533
120,Mass_AKT_Aligned,XP_001462143.1,4.1e-23,89.6,uncharacterized protein GSPATT00027094
121,Mass_AKT_Aligned,XP_001435779.1,5.5e-23,89.2,uncharacterized protein GSPATT00037166
122,Mass_AKT_Aligned,XP_001430337.1,6.2e-23,89.0,uncharacterized protein GSPATT00032791
123,Mass_AKT_Aligned,XP_001455269.1,7.6e-23,88.7,uncharacterized protein GSPATT00021496
124,Mass_AKT_Aligned,XP_001453282.1,9.8e-23,88.4,uncharacterized protein GSPATT00019589
125,Mass_AKT_Aligned,XP_001424006.1,1.6e-22,87.7,uncharacterized protein GSPATT00027637
126,Mass_AKT_Aligned,XP_001434502.1,2.4e-22,87.1,uncharacterized protein GSPATT00036238
127,Mass_AKT_Aligned,XP_001457555.1,4.2e-22,86.3,uncharacterized protein GSPATT00023332
128,Mass_AKT_Aligned,XP_001437941.1,4.2e-22,86.3,uncharacterized protein GSPATT00007679
129,Mass_AKT_Aligned,XP_001457896.1,4.7e-22,86.1,uncharacterized protein GSPATT00023676
130,Mass_AKT_Aligned,XP_001447448.1,5.1e-22,86.0,uncharacterized protein GSPATT00014958
131,Mass_AKT_Aligned,XP_001455776.1,6.5e-22,85.7,uncharacterized protein GSPATT00003348
132,Mass_AKT_Aligned,XP_001430309.1,1e-21,85.0,uncharacterized protein GSPATT00032763
133,Mass_AKT_Aligned,XP_001433934.1,1.2e-21,84.8,uncharacterized protein GSPATT00035666
134,Mass_AKT_Aligned,XP_001440613.1,1.7e-21,84.3,uncharacterized protein GSPATT00038872
135,Mass_AKT_Aligned,XP_001433533.1,1.8e-21,84.2,uncharacterized protein GSPATT00035265
136,Mass_AKT_Aligned,XP_001431826.1,4.5e-21,82.9,uncharacterized protein GSPATT00033904
137,Mass_AKT_Aligned,XP_001459666.1,6.4e-21,82.3,uncharacterized protein GSPATT00025001
138,Mass_AKT_Aligned,XP_001456972.1,7.4e-21,82.1,uncharacterized protein GSPATT00022747
139,Mass_AKT_Aligned,XP_001461412.1,1.3e-20,81.3,uncharacterized protein GSPATT00026362
140,Mass_AKT_Aligned,XP_001454175.1,1.7e-20,81.0,uncharacterized protein GSPATT00020450
141,Mass_AKT_Aligned,XP_001455874.1,2.2e-20,80.6,uncharacterized protein GSPATT00021645
142,Mass_AKT_Aligned,XP_001459707.1,2.9e-20,80.2,uncharacterized protein GSPATT00025044
143,Mass_AKT_Aligned,XP_001426034.1,5.4e-20,79.3,uncharacterized protein GSPATT00005009
144,Mass_AKT_Aligned,XP_001434510.1,7.3e-20,78.8,uncharacterized protein GSPATT00036247
145,Mass_AKT_Aligned,XP_001446627.1,2.5e-19,77.1,uncharacterized protein GSPATT00014197
146,Mass_AKT_Aligned,XP_001435420.1,5.1e-19,76.1,uncharacterized protein GSPATT00036806
147,Mass_AKT_Aligned,XP_001438054.1,6.2e-19,75.8,uncharacterized protein GSPATT00007792
148,Mass_AKT_Aligned,XP_001450089.1,1.8e-18,74.2,uncharacterized protein GSPATT00017063
149,Mass_AKT_Aligned,XP_001436254.1,2.5e-18,73.8,uncharacterized protein GSPATT00007068
150,Mass_AKT_Aligned,XP_001452357.1,5.1e-18,72.7,uncharacterized protein GSPATT00019142
151,Mass_AKT_Aligned,XP_001437951.1,5.7e-18,72.6,uncharacterized protein GSPATT00007689
152,Mass_AKT_Aligned,XP_001456891.1,1.1e-17,71.6,uncharacterized protein GSPATT00022666
153,Mass_AKT_Aligned,XP_001453674.1,1.3e-17,71.4,uncharacterized protein GSPATT00019970
154,Mass_AKT_Aligned,XP_001443892.1,1.4e-17,71.2,uncharacterized protein GSPATT00012047
155,Mass_AKT_Aligned,XP_001424041.1,4.3e-16,66.3,uncharacterized protein GSPATT00027672
156,Mass_AKT_Aligned,XP_001453666.1,5.6e-16,65.9,uncharacterized protein GSPATT00019962
157,Mass_AKT_Aligned,XP_001456524.1,8.2e-16,65.4,uncharacterized protein GSPATT00022296
158,Mass_AKT_Aligned,XP_001440782.1,1.8e-15,64.3,uncharacterized protein GSPATT00009700
159,Mass_AKT_Aligned,XP_001455189.1,2.6e-15,63.7,uncharacterized protein GSPATT00021416
160,Mass_AKT_Aligned,XP_001460539.1,3.5e-15,63.3,uncharacterized protein GSPATT00004011
161,Mass_AKT_Aligned,XP_001441122.1,4.2e-15,63.0,uncharacterized protein GSPATT00009997
162,Mass_AKT_Aligned,XP_001428864.1,4.2e-15,63.0,uncharacterized protein GSPATT00031698
163,Mass_AKT_Aligned,XP_001431377.1,5.7e-15,62.6,uncharacterized protein GSPATT00033832
164,Mass_AKT_Aligned,XP_001443796.1,5.7e-15,62.6,uncharacterized protein GSPATT00039147
165,Mass_AKT_Aligned,XP_001444843.1,6.8e-15,62.3,uncharacterized protein GSPATT00012931
166,Mass_AKT_Aligned,XP_001429990.1,1.4e-14,61.3,uncharacterized protein GSPATT00032444
167,Mass_AKT_Aligned,XP_001424776.1,1.5e-14,61.2,uncharacterized protein GSPATT00028413
168,Mass_AKT_Aligned,XP_001450218.1,2.1e-14,60.7,uncharacterized protein GSPATT00017193
169,Mass_AKT_Aligned,XP_001431309.1,2.2e-14,60.7,uncharacterized protein GSPATT00033764
170,Mass_AKT_Aligned,XP_001440561.1,2.7e-14,60.4,uncharacterized protein GSPATT00009512
171,Mass_AKT_Aligned,XP_001433283.1,3.3e-14,60.1,uncharacterized protein GSPATT00006385
172,Mass_AKT_Aligned,XP_001449616.1,4.4e-14,59.6,uncharacterized protein GSPATT00002348
173,Mass_AKT_Aligned,XP_001460807.1,9.8e-14,58.5,uncharacterized protein GSPATT00025754
174,Mass_AKT_Aligned,XP_001424223.1,1.8e-13,57.6,uncharacterized protein GSPATT00027857
175,Mass_AKT_Aligned,XP_001429090.1,2.8e-13,57.0,uncharacterized protein GSPATT00031924
176,Mass_AKT_Aligned,XP_001430252.1,1e-12,55.1,uncharacterized protein GSPATT00032706
177,Mass_AKT_Aligned,XP_001437961.1,1.1e-12,55.0,uncharacterized protein GSPATT00007699
178,Mass_AKT_Aligned,XP_001449182.1,1.3e-12,54.8,uncharacterized protein GSPATT00016598
179,Mass_AKT_Aligned,XP_001439415.1,2.6e-12,53.7,uncharacterized protein GSPATT00008497
180,Mass_AKT_Aligned,XP_001434901.1,4e-12,53.1,uncharacterized protein GSPATT00006810
181,Mass_AKT_Aligned,XP_001427431.1,8.3e-12,52.1,uncharacterized protein GSPATT00030671
182,Mass_AKT_Aligned,XP_001457433.1,2e-11,50.8,uncharacterized protein GSPATT00023209
183,Mass_AKT_Aligned,XP_001452478.1,2.1e-11,50.8,uncharacterized protein GSPATT00002480
184,Mass_AKT_Aligned,XP_001452166.1,2.7e-11,50.4,uncharacterized protein GSPATT00018965
185,Mass_AKT_Aligned,XP_001458267.1,3.2e-11,50.1,uncharacterized protein GSPATT00003735
186,Mass_AKT_Aligned,XP_001447801.1,5.3e-11,49.4,uncharacterized protein GSPATT00015299
187,Mass_AKT_Aligned,XP_001457231.1,6e-11,49.2,uncharacterized protein GSPATT00023007
188,Mass_AKT_Aligned,XP_001455504.1,8.4e-11,48.7,uncharacterized protein GSPATT00003075
189,Mass_AKT_Aligned,XP_001453851.1,3.9e-10,46.5,uncharacterized protein GSPATT00020136
190,Mass_AKT_Aligned,XP_001462251.1,9.3e-10,45.3,uncharacterized protein GSPATT00027205
191,Mass_AKT_Aligned,XP_001437353.1,1.4e-09,44.6,uncharacterized protein GSPATT00007396
192,Mass_AKT_Aligned,XP_001456591.1,1.5e-09,44.6,uncharacterized protein GSPATT00022364
193,Mass_AKT_Aligned,XP_001442785.1,2.1e-09,44.1,uncharacterized protein GSPATT00001592
194,Mass_AKT_Aligned,XP_001450888.1,2.8e-09,43.7,uncharacterized protein GSPATT00017820
195,Mass_AKT_Aligned,XP_001445195.1,3e-09,43.6,uncharacterized protein GSPATT00013263
196,Mass_AKT_Aligned,XP_001430750.1,7.4e-09,42.3,uncharacterized protein GSPATT00033205
197,Mass_AKT_Aligned,XP_001461099.1,1.1e-08,41.7,uncharacterized protein GSPATT00026048
198,Mass_AKT_Aligned,XP_001438370.1,2e-08,40.8,uncharacterized protein GSPATT00000685
199,Mass_AKT_Aligned,XP_001445895.1,2.3e-08,40.6,uncharacterized protein GSPATT00013928
200,Mass_AKT_Aligned,XP_001461281.1,3.5e-08,40.0,uncharacterized protein GSPATT00026231
201,Mass_AKT_Aligned,XP_001454404.1,8e-08,38.9,uncharacterized protein GSPATT00020671
202,Mass_AKT_Aligned,XP_001457760.1,1.3e-07,38.1,uncharacterized protein GSPATT00023540
203,Mass_AKT_Aligned,XP_001423397.1,1.4e-07,38.0,uncharacterized protein GSPATT00000434
204,Mass_AKT_Aligned,XP_001453592.1,1.6e-07,37.8,uncharacterized protein GSPATT00019888
205,Mass_AKT_Aligned,XP_001430554.1,2.5e-07,37.2,uncharacterized protein GSPATT00033009
206,Mass_AKT_Aligned,XP_001440463.1,2.9e-07,37.0,uncharacterized protein GSPATT00009414
207,Mass_AKT_Aligned,XP_001433541.1,4.8e-07,36.3,uncharacterized protein GSPATT00035273
208,Mass_AKT_Aligned,XP_001436281.1,8.4e-07,35.5,uncharacterized protein GSPATT00007095
209,Mass_AKT_Aligned,XP_001423153.1,1.1e-06,35.1,uncharacterized protein GSPATT00000190
210,Mass_AKT_Aligned,XP_001433276.1,1.2e-06,34.9,uncharacterized protein GSPATT00006378
211,Mass_AKT_Aligned,XP_001425367.1,1.5e-06,34.6,uncharacterized protein GSPATT00029004
212,Mass_AKT_Aligned,XP_001453772.1,2.7e-06,33.8,uncharacterized protein GSPATT00020056
213,Mass_AKT_Aligned,XP_001459165.1,4.1e-06,33.2,uncharacterized protein GSPATT00024499
214,Mass_AKT_Aligned,XP_001434412.1,6.6e-06,32.5,uncharacterized protein GSPATT00036146
215,Mass_AKT_Aligned,XP_001456175.1,9.8e-06,31.9,uncharacterized protein GSPATT00021946
216,Mass_AKT_Aligned,XP_001429688.1,1.2e-05,31.6,uncharacterized protein GSPATT00005536
217,Mass_AKT_Aligned,XP_001458878.1,2.7e-05,30.4,uncharacterized protein GSPATT00024209
218,Mass_AKT_Aligned,XP_001431714.1,2.9e-05,30.3,uncharacterized protein GSPATT00006169
219,Mass_AKT_Aligned,XP_001425558.1,3.2e-05,30.2,uncharacterized protein GSPATT00029196
220,Mass_AKT_Aligned,XP_001423716.1,6.1e-05,29.3,uncharacterized protein GSPATT00004412
221,Mass_AKT_Aligned,XP_001448342.1,7.5e-05,29.0,uncharacterized protein GSPATT00015804
222,Mass_AKT_Aligned,XP_001450076.1,7.5e-05,29.0,uncharacterized protein GSPATT00017050
223,Mass_AKT_Aligned,XP_001445865.1,7.7e-05,28.9,uncharacterized protein GSPATT00013898
224,Mass_AKT_Aligned,XP_001452320.1,0.00012,28.3,uncharacterized protein GSPATT00019105
225,Mass_AKT_Aligned,XP_001447038.1,0.00015,28.0,uncharacterized protein GSPATT00014571
226,Mass_AKT_Aligned,XP_001442526.1,0.00016,27.8,uncharacterized protein GSPATT00001332
227,Mass_AKT_Aligned,XP_001440551.1,0.00039,26.6,uncharacterized protein GSPATT00009502
228,Mass_AKT_Aligned,XP_001451207.1,0.00048,26.3,uncharacterized protein GSPATT00018127
229,Mass_AKT_Aligned,XP_001460588.1,0.00095,25.3,uncharacterized protein GSPATT00004060
230,Mass_AKT_Aligned,XP_001439381.1,0.00096,25.3,uncharacterized protein GSPATT00008463
231,Mass_AKT_Aligned,XP_001445859.1,0.00096,25.3,uncharacterized protein GSPATT00013892
232,Mass_AKT_Aligned,XP_001427744.1,0.0013,24.9,uncharacterized protein GSPATT00005095
233,Mass_AKT_Aligned,XP_001424163.1,0.0018,24.4,uncharacterized protein GSPATT00027796
234,Mass_AKT_Aligned,XP_001441169.1,0.0018,24.4,uncharacterized protein GSPATT00010044
235,Mass_AKT_Aligned,XP_001438618.1,0.002,24.2,uncharacterized protein GSPATT00000934
236,Mass_AKT_Aligned,XP_001438999.1,0.0021,24.2,uncharacterized protein GSPATT00008150
237,Mass_AKT_Aligned,XP_001451442.1,0.0027,23.8,uncharacterized protein GSPATT00018263
238,Mass_AKT_Aligned,XP_001428148.1,0.0028,23.8,uncharacterized protein GSPATT00030979
239,Mass_AKT_Aligned,XP_001456356.1,0.0032,23.5,uncharacterized protein GSPATT00022128
240,Mass_AKT_Aligned,XP_001425790.1,0.0055,22.8,uncharacterized protein GSPATT00004764
241,Mass_AKT_Aligned,XP_001447803.1,0.0059,22.7,uncharacterized protein GSPATT00015301
242,Mass_AKT_Aligned,XP_001450933.1,0.006,22.6,uncharacterized protein GSPATT00017866
243,Mass_AKT_Aligned,XP_001443649.1,0.0092,22.0,uncharacterized protein GSPATT00011825
244,Mass_AKT_Aligned,XP_001424204.1,0.0097,22.0,uncharacterized protein GSPATT00027838
245,Mass_AKT_Aligned,XP_001428812.1,0.01,21.9,uncharacterized protein GSPATT00031645
246,Mass_AKT_Aligned,XP_001439704.1,0.012,21.6,uncharacterized protein GSPATT00008749
247,Mass_AKT_Aligned,XP_001423818.1,0.013,21.5,uncharacterized protein GSPATT00004514
248,Mass_AKT_Aligned,XP_001459699.1,0.024,20.7,uncharacterized protein GSPATT00025035
249,Mass_AKT_Aligned,XP_001430706.1,0.028,20.4,uncharacterized protein GSPATT00033161
250,Mass_AKT_Aligned,XP_001446366.1,0.044,19.8,uncharacterized protein GSPATT00002011
251,Mass_AKT_Aligned,XP_001445641.1,0.052,19.5,uncharacterized protein GSPATT00013693
252,Mass_AKT_Aligned,XP_001432872.1,0.1,18.6,uncharacterized protein GSPATT00034954
253,Mass_AKT_Aligned,XP_001452432.1,0.13,18.2,uncharacterized protein GSPATT00019217
254,Mass_AKT_Aligned,XP_001424632.1,0.14,18.1,uncharacterized protein GSPATT00028269
255,Mass_AKT_Aligned,XP_001432918.1,0.16,18.0,uncharacterized protein GSPATT00035001
256,Mass_AKT_Aligned,XP_001462168.1,0.16,17.9,uncharacterized protein GSPATT00027119
257,Mass_AKT_Aligned,XP_001449156.1,0.27,17.2,uncharacterized protein GSPATT00016572
