Unnamed: 0,query_id,hit_id,hit_eval,hit_bitscore,hit_description
38,Mass_AKT_Aligned,NP_001260987.1,9.299999999999999e-94,324.0,"atypical protein kinase C, isoform M ["
39,Mass_AKT_Aligned,NP_524892.2,9.299999999999999e-94,324.0,"atypical protein kinase C, isoform A ["
40,Mass_AKT_Aligned,NP_001138191.1,2e-92,319.6,"protein kinase C delta, isoform D [Dro"
41,Mass_AKT_Aligned,NP_511171.3,2e-92,319.6,"protein kinase C delta, isoform C [Dro"
42,Mass_AKT_Aligned,NP_572797.3,2e-92,319.6,"protein kinase C delta, isoform E [Dro"
43,Mass_AKT_Aligned,NP_001261450.1,8.1e-92,317.5,"ribosomal protein S6 kinase, isoform B"
44,Mass_AKT_Aligned,NP_523941.2,8.1e-92,317.5,"ribosomal protein S6 kinase, isoform A"
45,Mass_AKT_Aligned,NP_001036544.1,2.8e-87,302.4,"atypical protein kinase C, isoform B ["
46,Mass_AKT_Aligned,NP_001036545.1,2.8e-87,302.4,"atypical protein kinase C, isoform D ["
47,Mass_AKT_Aligned,NP_001188941.1,2.8e-87,302.4,"atypical protein kinase C, isoform I ["
48,Mass_AKT_Aligned,NP_476863.1,6.6e-75,261.3,inactivation no afterpotential C [Dros
49,Mass_AKT_Aligned,NP_001259779.1,3.7e-74,258.8,"ribosomal protein S6 kinase II, isofor"
50,Mass_AKT_Aligned,NP_523437.2,3.7e-74,258.8,"ribosomal protein S6 kinase II, isofor"
51,Mass_AKT_Aligned,NP_476977.1,2.5000000000000002e-73,256.1,"protein kinase, cAMP-dependent, cataly"
52,Mass_AKT_Aligned,NP_723479.1,2.5000000000000002e-73,256.1,"protein kinase, cAMP-dependent, cataly"
53,Mass_AKT_Aligned,NP_995672.1,2.5000000000000002e-73,256.1,"protein kinase, cAMP-dependent, cataly"
54,Mass_AKT_Aligned,NP_524097.2,1.6000000000000001e-71,250.1,"protein kinase, cAMP-dependent, cataly"
55,Mass_AKT_Aligned,NP_730083.2,1.6000000000000001e-71,250.1,"protein kinase, cAMP-dependent, cataly"
56,Mass_AKT_Aligned,NP_001261697.1,2.1e-64,226.4,"JIL-1 kinase, isoform C [Drosophila me"
57,Mass_AKT_Aligned,NP_648432.1,2.1e-64,226.4,"JIL-1 kinase, isoform B [Drosophila me"
58,Mass_AKT_Aligned,NP_729661.1,2.1e-64,226.4,"JIL-1 kinase, isoform A [Drosophila me"
59,Mass_AKT_Aligned,NP_733397.2,2.8e-58,206.1,"protein kinase, cAMP-dependent, cataly"
60,Mass_AKT_Aligned,NP_524595.2,4.1e-55,195.6,"protein kinase, cAMP-dependent, cataly"
61,Mass_AKT_Aligned,NP_651819.1,1.3e-52,187.3,"uncharacterized protein Dmel_CG12069,"
62,Mass_AKT_Aligned,NP_733396.3,1.3e-52,187.3,"uncharacterized protein Dmel_CG12069,"
63,Mass_AKT_Aligned,NP_001036438.1,1.4e-48,173.8,"G protein-coupled receptor kinase 1, i"
64,Mass_AKT_Aligned,NP_001163051.1,1.4e-48,173.8,"G protein-coupled receptor kinase 1, i"
65,Mass_AKT_Aligned,NP_001286135.1,1.4e-48,173.8,"G protein-coupled receptor kinase 1, i"
66,Mass_AKT_Aligned,NP_001014464.1,1.2e-47,170.8,"foraging, isoform J [Drosophila melano"
67,Mass_AKT_Aligned,NP_001162858.1,1.2e-47,170.8,"foraging, isoform K [Drosophila melano"
68,Mass_AKT_Aligned,NP_001356955.1,1.2e-47,170.8,"foraging, isoform O [Drosophila melano"
69,Mass_AKT_Aligned,NP_001356892.1,1.2e-47,170.8,"foraging, isoform M [Drosophila melano"
70,Mass_AKT_Aligned,NP_001334731.1,1.2e-47,170.8,"foraging, isoform L [Drosophila melano"
71,Mass_AKT_Aligned,NP_001356896.1,1.2e-47,170.8,"foraging, isoform N [Drosophila melano"
72,Mass_AKT_Aligned,NP_477490.1,1.2e-47,170.8,"foraging, isoform E [Drosophila melano"
73,Mass_AKT_Aligned,NP_477487.1,1.2e-47,170.8,"foraging, isoform A [Drosophila melano"
74,Mass_AKT_Aligned,NP_477489.1,1.2e-47,170.8,"foraging, isoform C [Drosophila melano"
75,Mass_AKT_Aligned,NP_599146.1,1.2e-47,170.8,"foraging, isoform D [Drosophila melano"
76,Mass_AKT_Aligned,NP_995626.1,1.2e-47,170.8,"foraging, isoform I [Drosophila melano"
77,Mass_AKT_Aligned,NP_995629.1,1.2e-47,170.8,"foraging, isoform G [Drosophila melano"
78,Mass_AKT_Aligned,NP_995628.1,1.2e-47,170.8,"foraging, isoform H [Drosophila melano"
79,Mass_AKT_Aligned,NP_001261884.1,5.9e-46,165.2,"drop out, isoform B [Drosophila melano"
80,Mass_AKT_Aligned,NP_648778.1,5.9e-46,165.2,"drop out, isoform A [Drosophila melano"
81,Mass_AKT_Aligned,NP_477213.1,1.4999999999999998e-43,157.2,"protein kinase, cGMP-dependent at 21D"
82,Mass_AKT_Aligned,NP_609349.1,7.2e-42,151.6,"uncharacterized protein Dmel_CG4839, i"
83,Mass_AKT_Aligned,NP_723525.1,7.2e-42,151.6,"uncharacterized protein Dmel_CG4839, i"
84,Mass_AKT_Aligned,NP_001263143.1,1.8e-40,147.0,"G protein-coupled receptor kinase 2, i"
85,Mass_AKT_Aligned,NP_476867.1,1.8e-40,147.0,"G protein-coupled receptor kinase 2, i"
86,Mass_AKT_Aligned,NP_523837.2,5.8e-36,132.0,genghis khan [Drosophila melanogaster]
87,Mass_AKT_Aligned,NP_477313.1,2.5e-33,123.2,AMP-activated protein kinase alpha sub
88,Mass_AKT_Aligned,NP_726730.1,2.5e-33,123.2,AMP-activated protein kinase alpha sub
89,Mass_AKT_Aligned,NP_996327.1,2.5e-33,123.2,AMP-activated protein kinase alpha sub
90,Mass_AKT_Aligned,NP_726571.2,3.1e-33,122.9,Calcium/calmodulin-dependent protein k
91,Mass_AKT_Aligned,NP_001285335.1,3.5e-33,122.7,"Rho kinase, isoform B [Drosophila mela"
92,Mass_AKT_Aligned,NP_001285337.1,3.5e-33,122.7,"Rho kinase, isoform D [Drosophila mela"
93,Mass_AKT_Aligned,NP_001285336.1,3.5e-33,122.7,"Rho kinase, isoform C [Drosophila mela"
94,Mass_AKT_Aligned,NP_536796.2,3.5e-33,122.7,"Rho kinase, isoform A [Drosophila mela"
95,Mass_AKT_Aligned,NP_524170.2,6.9e-33,121.8,"tricornered, isoform A [Drosophila mel"
96,Mass_AKT_Aligned,NP_001262071.1,6e-32,118.6,"tricornered, isoform B [Drosophila mel"
97,Mass_AKT_Aligned,NP_001247020.1,7.6e-32,118.3,"nuak family kinase, isoform G [Drosoph"
98,Mass_AKT_Aligned,NP_001247019.1,7.6e-32,118.3,"nuak family kinase, isoform F [Drosoph"
99,Mass_AKT_Aligned,NP_001262457.1,7.6e-32,118.3,"nuak family kinase, isoform H [Drosoph"
100,Mass_AKT_Aligned,NP_001262458.1,7.6e-32,118.3,"nuak family kinase, isoform I [Drosoph"
101,Mass_AKT_Aligned,NP_001369008.1,7.6e-32,118.3,"nuak family kinase, isoform P [Drosoph"
102,Mass_AKT_Aligned,NP_001369009.1,7.6e-32,118.3,"nuak family kinase, isoform Q [Drosoph"
103,Mass_AKT_Aligned,NP_001369003.1,7.6e-32,118.3,"nuak family kinase, isoform K [Drosoph"
104,Mass_AKT_Aligned,NP_001369002.1,7.6e-32,118.3,"nuak family kinase, isoform J [Drosoph"
105,Mass_AKT_Aligned,NP_001369006.1,7.6e-32,118.3,"nuak family kinase, isoform N [Drosoph"
106,Mass_AKT_Aligned,NP_001369007.1,7.6e-32,118.3,"nuak family kinase, isoform O [Drosoph"
107,Mass_AKT_Aligned,NP_001369004.1,7.6e-32,118.3,"nuak family kinase, isoform L [Drosoph"
108,Mass_AKT_Aligned,NP_001369005.1,7.6e-32,118.3,"nuak family kinase, isoform M [Drosoph"
109,Mass_AKT_Aligned,NP_649991.2,7.6e-32,118.3,"nuak family kinase, isoform A [Drosoph"
110,Mass_AKT_Aligned,NP_649993.2,7.6e-32,118.3,"nuak family kinase, isoform E [Drosoph"
111,Mass_AKT_Aligned,NP_731469.2,7.6e-32,118.3,"nuak family kinase, isoform B [Drosoph"
112,Mass_AKT_Aligned,NP_996191.1,7.6e-32,118.3,"nuak family kinase, isoform D [Drosoph"
113,Mass_AKT_Aligned,NP_996192.1,7.6e-32,118.3,"nuak family kinase, isoform C [Drosoph"
114,Mass_AKT_Aligned,NP_733403.1,5.2e-31,115.5,warts [Drosophila melanogaster]
115,Mass_AKT_Aligned,NP_001014540.2,6.799999999999999e-31,115.1,"par-1, isoform W [Drosophila melanogas"
116,Mass_AKT_Aligned,NP_001014542.1,6.799999999999999e-31,115.1,"par-1, isoform L [Drosophila melanogas"
117,Mass_AKT_Aligned,NP_001163210.1,6.799999999999999e-31,115.1,"par-1, isoform S [Drosophila melanogas"
118,Mass_AKT_Aligned,NP_001163208.1,6.799999999999999e-31,115.1,"par-1, isoform P [Drosophila melanogas"
119,Mass_AKT_Aligned,NP_001163209.1,6.799999999999999e-31,115.1,"par-1, isoform R [Drosophila melanogas"
120,Mass_AKT_Aligned,NP_001163211.1,6.799999999999999e-31,115.1,"par-1, isoform T [Drosophila melanogas"
121,Mass_AKT_Aligned,NP_995893.1,6.799999999999999e-31,115.1,"par-1, isoform H [Drosophila melanogas"
122,Mass_AKT_Aligned,NP_995899.2,6.799999999999999e-31,115.1,"par-1, isoform V [Drosophila melanogas"
123,Mass_AKT_Aligned,NP_995900.1,6.799999999999999e-31,115.1,"par-1, isoform A [Drosophila melanogas"
124,Mass_AKT_Aligned,NP_995894.2,6.799999999999999e-31,115.1,"par-1, isoform X [Drosophila melanogas"
125,Mass_AKT_Aligned,NP_001097369.2,2.9000000000000002e-30,113.0,"Salt-inducible kinase 3, isoform F [Dr"
126,Mass_AKT_Aligned,NP_001097370.2,2.9000000000000002e-30,113.0,"Salt-inducible kinase 3, isoform E [Dr"
127,Mass_AKT_Aligned,NP_001188969.1,2.9000000000000002e-30,113.0,"Salt-inducible kinase 3, isoform C [Dr"
128,Mass_AKT_Aligned,NP_001286587.1,2.9000000000000002e-30,113.0,"Salt-inducible kinase 3, isoform D [Dr"
129,Mass_AKT_Aligned,NP_611361.4,2.9000000000000002e-30,113.0,"Salt-inducible kinase 3, isoform B [Dr"
130,Mass_AKT_Aligned,NP_611359.1,2.9000000000000002e-30,113.0,"Salt-inducible kinase 3, isoform A [Dr"
131,Mass_AKT_Aligned,NP_001245743.1,1.3999999999999998e-29,110.7,"S6 kinase like, isoform C [Drosophila"
132,Mass_AKT_Aligned,NP_524861.2,1.3999999999999998e-29,110.7,"S6 kinase like, isoform A [Drosophila"
133,Mass_AKT_Aligned,NP_001163587.1,2.0000000000000002e-29,110.3,"KP78b, isoform B [Drosophila melanogas"
134,Mass_AKT_Aligned,NP_650065.1,2.0000000000000002e-29,110.3,"KP78b, isoform A [Drosophila melanogas"
135,Mass_AKT_Aligned,NP_001036666.2,5.799999999999999e-29,108.7,"uncharacterized protein Dmel_CG32944,"
136,Mass_AKT_Aligned,NP_001287157.1,5.799999999999999e-29,108.7,"uncharacterized protein Dmel_CG32944,"
137,Mass_AKT_Aligned,NP_788574.3,5.799999999999999e-29,108.7,"uncharacterized protein Dmel_CG32944,"
138,Mass_AKT_Aligned,NP_569972.1,6.199999999999999e-29,108.6,Salt-inducible kinase 2 [Drosophila me
139,Mass_AKT_Aligned,NP_524622.1,2.4e-28,106.7,Calcium/calmodulin-dependent protein k
140,Mass_AKT_Aligned,NP_726569.1,2.4e-28,106.7,Calcium/calmodulin-dependent protein k
141,Mass_AKT_Aligned,NP_726570.1,2.4e-28,106.7,Calcium/calmodulin-dependent protein k
142,Mass_AKT_Aligned,NP_001261768.1,4.400000000000001e-28,105.8,"sticky, isoform B [Drosophila melanoga"
143,Mass_AKT_Aligned,NP_650066.1,7.900000000000001e-28,104.9,KP78a [Drosophila melanogaster]
144,Mass_AKT_Aligned,NP_648584.1,9.400000000000001e-28,104.7,"sticky, isoform A [Drosophila melanoga"
145,Mass_AKT_Aligned,NP_726574.1,1.8e-27,103.8,Calcium/calmodulin-dependent protein k
146,Mass_AKT_Aligned,NP_477499.1,2.9e-27,103.1,fused [Drosophila melanogaster]
147,Mass_AKT_Aligned,NP_476749.1,6.4e-26,98.6,aurora A [Drosophila melanogaster]
148,Mass_AKT_Aligned,NP_477336.1,9.1e-25,94.8,aurora B [Drosophila melanogaster]
149,Mass_AKT_Aligned,NP_001014696.1,1.4999999999999998e-24,94.1,Calcium/calmodulin-dependent protein k
150,Mass_AKT_Aligned,NP_001162833.1,1.4999999999999998e-24,94.1,Calcium/calmodulin-dependent protein k
151,Mass_AKT_Aligned,NP_001162832.1,1.4999999999999998e-24,94.1,Calcium/calmodulin-dependent protein k
152,Mass_AKT_Aligned,NP_001162831.1,1.4999999999999998e-24,94.1,Calcium/calmodulin-dependent protein k
153,Mass_AKT_Aligned,NP_001259082.1,1.4999999999999998e-24,94.1,Calcium/calmodulin-dependent protein k
154,Mass_AKT_Aligned,NP_001259083.1,1.4999999999999998e-24,94.1,Calcium/calmodulin-dependent protein k
155,Mass_AKT_Aligned,NP_001259084.1,1.4999999999999998e-24,94.1,Calcium/calmodulin-dependent protein k
156,Mass_AKT_Aligned,NP_524635.3,1.4999999999999998e-24,94.1,Calcium/calmodulin-dependent protein k
157,Mass_AKT_Aligned,NP_726633.2,1.4999999999999998e-24,94.1,Calcium/calmodulin-dependent protein k
158,Mass_AKT_Aligned,NP_726634.1,1.4999999999999998e-24,94.1,Calcium/calmodulin-dependent protein k
159,Mass_AKT_Aligned,NP_726635.2,1.4999999999999998e-24,94.1,Calcium/calmodulin-dependent protein k
160,Mass_AKT_Aligned,NP_726636.2,1.4999999999999998e-24,94.1,Calcium/calmodulin-dependent protein k
161,Mass_AKT_Aligned,NP_001262713.1,1.9e-23,90.4,"greatwall, isoform B [Drosophila melan"
162,Mass_AKT_Aligned,NP_524860.2,1.9e-23,90.4,"greatwall, isoform A [Drosophila melan"
163,Mass_AKT_Aligned,NP_001261902.1,4.3e-23,89.2,"sugar-free frosting, isoform C [Drosop"
164,Mass_AKT_Aligned,NP_001261901.1,4.3e-23,89.2,"sugar-free frosting, isoform B [Drosop"
165,Mass_AKT_Aligned,NP_648814.3,4.3e-23,89.2,"sugar-free frosting, isoform A [Drosop"
166,Mass_AKT_Aligned,NP_001036463.1,3.3e-22,86.3,"uncharacterized protein Dmel_CG17528,"
167,Mass_AKT_Aligned,NP_001036462.1,3.3e-22,86.3,"uncharacterized protein Dmel_CG17528,"
168,Mass_AKT_Aligned,NP_610942.2,4e-21,82.7,"SNF related kinase, isoform A [Drosoph"
169,Mass_AKT_Aligned,NP_725370.1,4e-21,82.7,"SNF related kinase, isoform B [Drosoph"
170,Mass_AKT_Aligned,NP_725371.1,4e-21,82.7,"SNF related kinase, isoform C [Drosoph"
171,Mass_AKT_Aligned,NP_001188547.1,1.3e-20,81.0,"MAP kinase activated protein-kinase-2,"
172,Mass_AKT_Aligned,NP_001245536.1,1.3e-20,81.0,"MAP kinase activated protein-kinase-2,"
173,Mass_AKT_Aligned,NP_524769.1,1.3e-20,81.0,"MAP kinase activated protein-kinase-2,"
174,Mass_AKT_Aligned,NP_788861.1,1.3e-20,81.0,"MAP kinase activated protein-kinase-2,"
175,Mass_AKT_Aligned,NP_649324.1,1.4e-20,80.9,Sak kinase [Drosophila melanogaster]
176,Mass_AKT_Aligned,NP_477218.1,5.7e-20,78.8,"loki, isoform B [Drosophila melanogast"
177,Mass_AKT_Aligned,NP_477219.1,5.7e-20,78.8,"loki, isoform A [Drosophila melanogast"
178,Mass_AKT_Aligned,NP_724241.1,5.7e-20,78.8,"loki, isoform C [Drosophila melanogast"
179,Mass_AKT_Aligned,NP_001014592.1,5.2e-18,72.3,"polo, isoform B [Drosophila melanogast"
180,Mass_AKT_Aligned,NP_524179.2,5.2e-18,72.3,"polo, isoform A [Drosophila melanogast"
181,Mass_AKT_Aligned,NP_001285134.1,3.7e-17,69.5,"phosphorylase kinase gamma, isoform H"
182,Mass_AKT_Aligned,NP_727548.1,3.7e-17,69.5,"phosphorylase kinase gamma, isoform B"
183,Mass_AKT_Aligned,NP_511129.3,1.8e-16,67.2,"phosphorylase kinase gamma, isoform D"
184,Mass_AKT_Aligned,NP_727549.2,1.8e-16,67.2,"phosphorylase kinase gamma, isoform E"
185,Mass_AKT_Aligned,NP_001262638.1,2.4e-16,66.8,"Pak3, isoform D [Drosophila melanogast"
186,Mass_AKT_Aligned,NP_650545.2,2.4e-16,66.8,"Pak3, isoform A [Drosophila melanogast"
187,Mass_AKT_Aligned,NP_732141.2,2.4e-16,66.8,"Pak3, isoform C [Drosophila melanogast"
188,Mass_AKT_Aligned,NP_001285133.1,3.6e-16,66.2,"phosphorylase kinase gamma, isoform F"
189,Mass_AKT_Aligned,NP_001138013.2,4e-16,66.1,"p21-activated kinase, isoform G [Droso"
190,Mass_AKT_Aligned,NP_001262310.1,4e-16,66.1,"p21-activated kinase, isoform F [Droso"
191,Mass_AKT_Aligned,NP_001262311.1,4e-16,66.1,"p21-activated kinase, isoform H [Droso"
192,Mass_AKT_Aligned,NP_001262312.1,4e-16,66.1,"p21-activated kinase, isoform I [Droso"
193,Mass_AKT_Aligned,NP_001262313.1,4e-16,66.1,"p21-activated kinase, isoform J [Droso"
194,Mass_AKT_Aligned,NP_001262309.1,4e-16,66.1,"p21-activated kinase, isoform E [Droso"
195,Mass_AKT_Aligned,NP_524681.1,4e-16,66.1,"p21-activated kinase, isoform B [Droso"
196,Mass_AKT_Aligned,NP_731074.1,4e-16,66.1,"p21-activated kinase, isoform C [Droso"
197,Mass_AKT_Aligned,NP_731073.1,4e-16,66.1,"p21-activated kinase, isoform A [Droso"
198,Mass_AKT_Aligned,NP_001138074.1,5.9e-16,65.5,"protein kinase D, isoform E [Drosophil"
199,Mass_AKT_Aligned,NP_001262704.1,5.9e-16,65.5,"protein kinase D, isoform F [Drosophil"
200,Mass_AKT_Aligned,NP_001262705.1,5.9e-16,65.5,"protein kinase D, isoform G [Drosophil"
201,Mass_AKT_Aligned,NP_650710.3,5.9e-16,65.5,"protein kinase D, isoform A [Drosophil"
202,Mass_AKT_Aligned,NP_732326.3,5.9e-16,65.5,"protein kinase D, isoform C [Drosophil"
203,Mass_AKT_Aligned,NP_732327.3,5.9e-16,65.5,"protein kinase D, isoform D [Drosophil"
204,Mass_AKT_Aligned,NP_732325.3,5.9e-16,65.5,"protein kinase D, isoform B [Drosophil"
205,Mass_AKT_Aligned,NP_001036632.1,4.5e-15,62.6,"uncharacterized protein Dmel_CG17698,"
206,Mass_AKT_Aligned,NP_001036634.1,4.5e-15,62.6,"uncharacterized protein Dmel_CG17698,"
207,Mass_AKT_Aligned,NP_523375.2,9.6e-15,61.5,mushroom bodies tiny [Drosophila melan
208,Mass_AKT_Aligned,NP_001163433.1,7.6e-14,58.5,"Autophagy-related 1, isoform B [Drosop"
209,Mass_AKT_Aligned,NP_648601.1,7.6e-14,58.5,"Autophagy-related 1, isoform A [Drosop"
210,Mass_AKT_Aligned,NP_650596.1,3.1e-13,56.5,germinal centre kinase III [Drosophila
211,Mass_AKT_Aligned,NP_001036633.2,6e-13,55.5,"uncharacterized protein Dmel_CG17698,"
212,Mass_AKT_Aligned,NP_608999.2,8.6e-13,55.0,uncharacterized protein Dmel_CG9222 [D
213,Mass_AKT_Aligned,NP_650732.1,8.9e-13,54.9,Testis-specific serine/threonine kinas
214,Mass_AKT_Aligned,NP_732356.1,8.9e-13,54.9,Testis-specific serine/threonine kinas
215,Mass_AKT_Aligned,NP_732357.1,8.9e-13,54.9,Testis-specific serine/threonine kinas
216,Mass_AKT_Aligned,NP_477011.1,1.1e-12,54.6,"grapes, isoform A [Drosophila melanoga"
217,Mass_AKT_Aligned,NP_723985.1,1.1e-12,54.6,"grapes, isoform B [Drosophila melanoga"
218,Mass_AKT_Aligned,NP_723986.1,1.1e-12,54.6,"grapes, isoform C [Drosophila melanoga"
219,Mass_AKT_Aligned,NP_608564.3,3.1e-11,49.8,"uncharacterized protein Dmel_CG4629, i"
220,Mass_AKT_Aligned,NP_722676.3,3.1e-11,49.8,"uncharacterized protein Dmel_CG4629, i"
221,Mass_AKT_Aligned,NP_611864.1,4.8e-11,49.2,PAS kinase [Drosophila melanogaster]
222,Mass_AKT_Aligned,NP_001014549.1,5.6e-10,45.6,"Sterile20-like kinase, isoform E [Dros"
223,Mass_AKT_Aligned,NP_001137752.1,5.6e-10,45.6,"Sterile20-like kinase, isoform F [Dros"
224,Mass_AKT_Aligned,NP_611908.2,5.6e-10,45.6,"Sterile20-like kinase, isoform A [Dros"
225,Mass_AKT_Aligned,NP_726441.1,5.6e-10,45.6,"Sterile20-like kinase, isoform B [Dros"
226,Mass_AKT_Aligned,NP_995936.2,5.6e-10,45.6,"Sterile20-like kinase, isoform G [Dros"
227,Mass_AKT_Aligned,NP_995935.1,5.6e-10,45.6,"Sterile20-like kinase, isoform D [Dros"
228,Mass_AKT_Aligned,NP_001261183.1,1.6e-09,44.1,"Phosphoinositide-dependent kinase 1, i"
229,Mass_AKT_Aligned,NP_525121.2,1.6e-09,44.1,"Phosphoinositide-dependent kinase 1, i"
230,Mass_AKT_Aligned,NP_728471.2,1.6e-09,44.1,"Phosphoinositide-dependent kinase 1, i"
231,Mass_AKT_Aligned,NP_728474.1,1.6e-09,44.1,"Phosphoinositide-dependent kinase 1, i"
232,Mass_AKT_Aligned,NP_728475.1,1.6e-09,44.1,"Phosphoinositide-dependent kinase 1, i"
233,Mass_AKT_Aligned,NP_728476.1,1.6e-09,44.1,"Phosphoinositide-dependent kinase 1, i"
234,Mass_AKT_Aligned,NP_728470.1,1.6e-09,44.1,"Phosphoinositide-dependent kinase 1, i"
235,Mass_AKT_Aligned,NP_728472.1,1.6e-09,44.1,"Phosphoinositide-dependent kinase 1, i"
236,Mass_AKT_Aligned,NP_728473.1,1.6e-09,44.1,"Phosphoinositide-dependent kinase 1, i"
237,Mass_AKT_Aligned,NP_572415.1,3.6e-09,42.9,Nek2 [Drosophila melanogaster]
238,Mass_AKT_Aligned,NP_001189132.1,6.9e-09,42.0,"wallenda, isoform D [Drosophila melano"
239,Mass_AKT_Aligned,NP_649137.3,6.9e-09,42.0,"wallenda, isoform A [Drosophila melano"
240,Mass_AKT_Aligned,NP_788540.1,6.9e-09,42.0,"wallenda, isoform B [Drosophila melano"
241,Mass_AKT_Aligned,NP_788541.1,6.9e-09,42.0,"wallenda, isoform C [Drosophila melano"
242,Mass_AKT_Aligned,NP_524751.3,1e-08,41.5,I-kappaB kinase beta [Drosophila melan
243,Mass_AKT_Aligned,NP_649882.1,1.1e-08,41.4,uncharacterized protein Dmel_CG8866 [D
244,Mass_AKT_Aligned,NP_731331.1,1.1e-08,41.4,uncharacterized protein Dmel_CG8866 [D
245,Mass_AKT_Aligned,NP_651293.1,2.4e-08,40.3,nimA-like kinase [Drosophila melanogas
246,Mass_AKT_Aligned,NP_001096873.1,2.8e-08,40.0,"Tousled-like kinase, isoform B [Drosop"
247,Mass_AKT_Aligned,NP_001138153.1,2.8e-08,40.0,"Tousled-like kinase, isoform G [Drosop"
248,Mass_AKT_Aligned,NP_001138154.1,2.8e-08,40.0,"Tousled-like kinase, isoform H [Drosop"
249,Mass_AKT_Aligned,NP_001138152.1,2.8e-08,40.0,"Tousled-like kinase, isoform F [Drosop"
