tar,tar_acc,query,hmm_acc,full_e,full_score,full_bias,dom_e,dom_score,dom_bias,acc,Organism Name,Organism Taxonomic ID
ESL09287.1,-,Pkinase,PF00069.31,5.1e-72,241.1,0,6.5e-72,240.8,0,GCA_000492115.1,Trypanosoma rangeli SC58,429131
ESL09328.1,-,Pkinase,PF00069.31,1.7e-70,236.1,0,2.2e-70,235.8,0,GCA_000492115.1,Trypanosoma rangeli SC58,429131
ESS66503.1,-,Pkinase,PF00069.31,1.6e-69,233.6,0,2.1e-69,233.2,0,GCA_000496795.1,Trypanosoma cruzi Dm28c,1416333
KEG13031.1,-,Pkinase,PF00069.31,1.1999999999999999e-70,237.1,0,1.7e-70,236.7,0,GCA_000691245.1,Trypanosoma grayi,71804
KPI88701.1,-,Pkinase,PF00069.31,1.1999999999999999e-70,236.8,0,1.6e-70,236.4,0,GCA_001299535.1,Leptomonas seymouri,5684
SCU71901.1,-,Pkinase,PF00069.31,5.2e-72,241.2,0,6.4e-72,240.9,0,GCA_001457755.2,Trypanosoma equiperdum,5694
CUG87473.1,-,Pkinase,PF00069.31,1.4e-72,244.3,0,1.8e-72,243.9,0,GCA_001460835.1,Bodo saltans,75058
ORC90990.1,-,Pkinase,PF00069.31,5.5999999999999996e-73,244.9,0,7.700000000000001e-73,244.4,0,GCA_002087225.1,Trypanosoma theileri,67003
PBJ68363.1,-,Pkinase,PF00069.31,2.5999999999999997e-69,233.1,0,3.3999999999999996e-69,232.7,0,GCA_002219105.2,Trypanosoma cruzi cruzi,85057
PWV03565.1,-,Pkinase,PF00069.31,4.7e-69,233.1,0,6.099999999999997e-69,232.7,0,GCA_003177095.1,Trypanosoma cruzi,5693
PWV04907.1,-,Pkinase,PF00069.31,5.8e-69,232.8,0,7.499999999999999e-69,232.4,0,GCA_003177095.1,Trypanosoma cruzi,5693
PWU91309.1,-,Pkinase,PF00069.31,2.3999999999999996e-69,233.4,0,3.1e-69,233.1,0,GCA_003177105.1,Trypanosoma cruzi,5693
KAG2383509.1,-,Pkinase,PF00069.31,5.3e-72,242.1,0,7.5e-72,241.6,0,GCA_003324165.2,Naegleria lovaniensis,51637
RHW72188.1,-,Pkinase,PF00069.31,5.2e-72,241.2,0,6.5e-72,240.9,0,GCA_003543875.1,Trypanosoma brucei equiperdum,630700
RNC33287.1,-,Pkinase,PF00069.31,5.8e-69,233.2,0,7.499999999999999e-69,232.9,0,GCA_003719155.1,Trypanosoma cruzi,5693
RNC58122.1,-,Pkinase,PF00069.31,6.299999999999997e-69,233.1,0,8.2e-69,232.7,0,GCA_003719155.1,Trypanosoma cruzi,5693
RNC45389.1,-,Pkinase,PF00069.31,7.399999999999997e-69,232.9,0,9.599999999999998e-69,232.5,0,GCA_003719155.1,Trypanosoma cruzi,5693
RNF23461.1,-,Pkinase,PF00069.31,2.4999999999999997e-69,233.1,0,3.2e-69,232.7,0,GCA_003719455.1,Trypanosoma cruzi,5693
RNF10748.1,-,Pkinase,PF00069.31,2.5e-70,236,0,3.1e-70,235.7,0,GCA_003719475.1,Trypanosoma rangeli,5698
RNF26246.1,-,Pkinase,PF00069.31,2.5e-70,236.1,0,3.1e-70,235.8,0,GCA_003719485.1,Trypanosoma conorhini,83891
KAF0972041.1,-,Pkinase,PF00069.31,1.3e-72,243.9,0,1.9e-72,243.4,0,GCA_008403515.1,Naegleria fowleri,5763
KAF0971992.1,-,Pkinase,PF00069.31,3.3e-71,239.4,0,5.2000000000000005e-71,238.7,0,GCA_008403515.1,Naegleria fowleri,5763
KAF8285262.1,-,Pkinase,PF00069.31,2.8e-69,233.1,0,3.5999999999999997e-69,232.7,0,GCA_015033625.1,Trypanosoma cruzi,5693
KAF8293881.1,-,Pkinase,PF00069.31,2.8e-69,233.1,0,3.5999999999999997e-69,232.7,0,GCA_015033655.1,Trypanosoma cruzi,5693
KAK7200002.1,-,Pkinase,PF00069.31,3.200000000000001e-71,238.7,0,4.300000000000001e-71,238.3,0,GCA_019188245.1,Novymonas esmeraldas,1808958
KAH8613647.1,-,Pkinase,PF00069.31,1.4999999999999998e-73,247.4,0,2e-73,247,0,GCA_021307395.1,Trypanosoma vivax,5699
KAL0489363.1,-,Pkinase,PF00069.31,5.8000000000000006e-71,238.8,0.1,1.1e-70,237.9,0,GCA_026419775.2,Acrasis kona,1008807
KAL0480874.1,-,Pkinase,PF00069.31,3.4999999999999996e-69,232.9,0,4.5999999999999996e-69,232.5,0,GCA_026419775.2,Acrasis kona,1008807
KAL0476374.1,-,Pkinase,PF00069.31,6.399999999999999e-67,225.5,0,8.799999999999999e-67,225.1,0,GCA_026419775.2,Acrasis kona,1008807
KAL0483437.1,-,Pkinase,PF00069.31,6.399999999999999e-67,225.5,0,8.799999999999999e-67,225.1,0,GCA_026419775.2,Acrasis kona,1008807
KAJ9458537.1,-,Pkinase,PF00069.31,7.700000000000001e-71,239.6,0,9.7e-71,239.3,0,GCA_030068145.1,Diplonema papillatum,91374
KAJ9457942.1,-,Pkinase,PF00069.31,2e-61,208.8,0,2.9e-61,208.3,0,GCA_030068145.1,Diplonema papillatum,91374
EAY23147.1,-,Pkinase,PF00069.31,4.3000000000000004e-79,267.3,0,5.500000000000001e-79,267,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAY08793.1,-,Pkinase,PF00069.31,1.3e-77,262.5,0,1.6e-77,262.2,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAY04110.1,-,Pkinase,PF00069.31,1.3e-77,262.5,0,1.6e-77,262.2,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAY15387.1,-,Pkinase,PF00069.31,1.7e-75,255.5,0,2.1e-75,255.2,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAY16833.1,-,Pkinase,PF00069.31,2.8e-75,254.8,0,3.5e-75,254.5,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAY07638.1,-,Pkinase,PF00069.31,5.3999999999999996e-74,250.6,0,6.9e-74,250.2,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAY09578.1,-,Pkinase,PF00069.31,2.7000000000000003e-73,248.3,0,3.4e-73,248,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAY22668.1,-,Pkinase,PF00069.31,2.8e-73,248.3,0,3.4e-73,248,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAY18750.1,-,Pkinase,PF00069.31,4e-73,247.7,0,5.9e-73,247.2,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAY03007.1,-,Pkinase,PF00069.31,4.5e-73,247.6,0.1,5.500000000000001e-73,247.3,0.1,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAX88277.1,-,Pkinase,PF00069.31,5.6e-73,247.3,0,7.100000000000001e-73,246.9,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAX88736.1,-,Pkinase,PF00069.31,7.200000000000001e-73,246.9,0,8.9e-73,246.6,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAY15483.1,-,Pkinase,PF00069.31,1.1999999999999998e-72,246.1,0,1.6e-72,245.8,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAX95627.1,-,Pkinase,PF00069.31,1.7e-72,245.6,0,2.3e-72,245.3,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAX97940.1,-,Pkinase,PF00069.31,1.7999999999999998e-72,245.6,0,2.3999999999999996e-72,245.2,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAY02760.1,-,Pkinase,PF00069.31,2.5e-72,245.2,0,3.2e-72,244.8,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAY01569.1,-,Pkinase,PF00069.31,4e-72,244.4,0.3,5.3e-72,244.1,0.3,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAX94066.1,-,Pkinase,PF00069.31,2.0000000000000002e-71,242.1,0,2.7e-71,241.7,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAY10772.1,-,Pkinase,PF00069.31,2.4e-71,241.9,0,3.8e-71,241.3,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAY12520.1,-,Pkinase,PF00069.31,9.1e-71,240,0,1.2e-70,239.7,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAY00283.1,-,Pkinase,PF00069.31,9.8e-71,239.9,0,1.2e-70,239.6,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAY12892.1,-,Pkinase,PF00069.31,1.2e-70,239.6,0,1.5e-70,239.3,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAX88199.1,-,Pkinase,PF00069.31,1.5e-70,239.3,0,1.9000000000000002e-70,239,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAX95276.1,-,Pkinase,PF00069.31,2.9000000000000004e-70,238.4,0,3.6e-70,238,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAX89765.1,-,Pkinase,PF00069.31,1.1e-69,236.5,0,1.2999999999999998e-69,236.2,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAY04127.1,-,Pkinase,PF00069.31,1.6e-68,232.7,0,1.9999999999999997e-68,232.3,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
EAY08937.1,-,Pkinase,PF00069.31,2.1999999999999998e-66,225.6,0,2.8e-66,225.3,0,GCA_000002825.3,Trichomonas vaginalis G3,412133
OHT13324.1,-,Pkinase,PF00069.31,5.9000000000000004e-77,259.1,0,8.1e-77,258.6,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT08265.1,-,Pkinase,PF00069.31,1.5e-76,257.7,0,1.9e-76,257.4,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT01303.1,-,Pkinase,PF00069.31,2.8e-74,250.3,0,3.4999999999999998e-74,250,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT11482.1,-,Pkinase,PF00069.31,5.6999999999999995e-74,249.3,0.3,9e-74,248.6,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT05481.1,-,Pkinase,PF00069.31,8e-74,248.8,0,9.9e-74,248.5,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHS92848.1,-,Pkinase,PF00069.31,1.1e-73,248.3,0,1.4e-73,248,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHS96005.1,-,Pkinase,PF00069.31,1.6000000000000002e-73,247.8,0,2e-73,247.5,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT00169.1,-,Pkinase,PF00069.31,1.9e-73,247.6,0,2.4e-73,247.2,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT07622.1,-,Pkinase,PF00069.31,3.3e-73,246.8,0,4.1e-73,246.5,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT01574.1,-,Pkinase,PF00069.31,3.9000000000000004e-73,246.5,0,5.6e-73,246,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT14359.1,-,Pkinase,PF00069.31,4.6000000000000004e-73,246.3,0,6.5e-73,245.8,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT06835.1,-,Pkinase,PF00069.31,5.0000000000000005e-73,246.2,0,8.400000000000001e-73,245.4,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHS95875.1,-,Pkinase,PF00069.31,5.0000000000000005e-73,246.2,0,6.400000000000001e-73,245.8,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHS98046.1,-,Pkinase,PF00069.31,7.200000000000001e-73,245.7,0,9e-73,245.4,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHS96565.1,-,Pkinase,PF00069.31,9.1e-73,245.3,0,1.0999999999999999e-72,245,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHS95205.1,-,Pkinase,PF00069.31,1.7e-72,244.4,0,2.0999999999999999e-72,244.1,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT11067.1,-,Pkinase,PF00069.31,3.4999999999999995e-72,243.4,0,4.3e-72,243.1,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT08753.1,-,Pkinase,PF00069.31,5.3e-72,242.8,0,6.599999999999999e-72,242.5,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT05101.1,-,Pkinase,PF00069.31,1.3e-71,241.5,0.6,2.2e-71,240.8,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT10224.1,-,Pkinase,PF00069.31,1.8e-71,241.1,0.2,1.8e-71,241.1,0.2,GCA_001839685.2,Tritrichomonas foetus,1144522
OHS94999.1,-,Pkinase,PF00069.31,3e-71,240.4,0,3.9e-71,240,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT16522.1,-,Pkinase,PF00069.31,4.0000000000000005e-71,239.9,0,4.9e-71,239.6,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHS95828.1,-,Pkinase,PF00069.31,6.4e-71,239.3,0,8.1e-71,239,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHS99266.1,-,Pkinase,PF00069.31,6.5e-71,239.2,0,8.3e-71,238.9,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT00535.1,-,Pkinase,PF00069.31,2.6e-70,237.3,0.1,8e-70,235.7,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT01178.1,-,Pkinase,PF00069.31,8.4e-70,235.6,0,1.1e-69,235.3,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT11416.1,-,Pkinase,PF00069.31,1.5e-69,234.8,0,1.9e-69,234.5,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT02420.1,-,Pkinase,PF00069.31,2.1e-69,234.3,0,3.1e-69,233.8,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHS99881.1,-,Pkinase,PF00069.31,8.099999999999999e-69,232.4,0,1.1e-68,232,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT06549.1,-,Pkinase,PF00069.31,1.3e-68,231.8,0,1.6e-68,231.4,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHS97803.1,-,Pkinase,PF00069.31,1.7999999999999998e-68,231.3,0,2.5e-68,230.8,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHS99021.1,-,Pkinase,PF00069.31,4.299999999999999e-68,230,0,5.799999999999999e-68,229.6,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT01273.1,-,Pkinase,PF00069.31,1.1999999999999998e-67,228.5,0,1.5999999999999998e-67,228.2,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHS99697.1,-,Pkinase,PF00069.31,5.2e-67,226.5,0,7e-67,226,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT07256.1,-,Pkinase,PF00069.31,2.2000000000000002e-65,221.1,0,5.8000000000000004e-65,219.8,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHS95069.1,-,Pkinase,PF00069.31,3e-64,217.4,0,3.7e-64,217.1,0,GCA_001839685.2,Tritrichomonas foetus,1144522
OHT10081.1,-,Pkinase,PF00069.31,6.1e-60,203.3,1.4,3.1e-52,178,0.1,GCA_001839685.2,Tritrichomonas foetus,1144522
KAH0786081.1,-,Pkinase,PF00069.31,5.7e-77,258,0,8.000000000000001e-77,257.5,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0786026.1,-,Pkinase,PF00069.31,6.3e-77,257.8,0,7.8e-77,257.5,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0792239.1,-,Pkinase,PF00069.31,7e-77,257.7,0,8.900000000000001e-77,257.3,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0788551.1,-,Pkinase,PF00069.31,6.1e-76,254.6,0,7.8e-76,254.2,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0787783.1,-,Pkinase,PF00069.31,8.1e-76,254.2,0,1.1e-75,253.8,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0793265.1,-,Pkinase,PF00069.31,1.2999999999999998e-74,250.3,0,1.6e-74,249.9,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0793094.1,-,Pkinase,PF00069.31,2.5999999999999997e-74,249.3,0.1,3.2e-74,249,0.1,GCA_020184695.1,Histomonas meleagridis,135588
KAH0790494.1,-,Pkinase,PF00069.31,8.199999999999999e-74,247.6,0,1.1e-73,247.1,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0786277.1,-,Pkinase,PF00069.31,1.5e-73,246.7,0,2e-73,246.4,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0795529.1,-,Pkinase,PF00069.31,1.7e-73,246.5,0.1,3.6000000000000006e-73,245.5,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0787546.1,-,Pkinase,PF00069.31,3.2000000000000005e-73,245.7,0,4.3000000000000005e-73,245.3,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0790178.1,-,Pkinase,PF00069.31,7.700000000000001e-73,244.4,0.1,9.7e-73,244.1,0.1,GCA_020184695.1,Histomonas meleagridis,135588
KAH0793429.1,-,Pkinase,PF00069.31,1.3e-72,243.6,0,1.7999999999999998e-72,243.2,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0790294.1,-,Pkinase,PF00069.31,1.2e-71,240.6,0.4,7.8e-71,237.8,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0795392.1,-,Pkinase,PF00069.31,1.9e-71,239.8,0,2.4e-70,236.3,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0794123.1,-,Pkinase,PF00069.31,1.5e-70,236.9,0,2e-70,236.5,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0795770.1,-,Pkinase,PF00069.31,2.6e-70,236.1,0,4.8e-70,235.3,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0788878.1,-,Pkinase,PF00069.31,1.7999999999999998e-69,233.4,0,4.8e-69,232,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0786073.1,-,Pkinase,PF00069.31,9.4e-69,231,0,1.6e-68,230.3,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0787512.1,-,Pkinase,PF00069.31,3.4999999999999997e-68,229.1,0,4.7e-68,228.7,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0795684.1,-,Pkinase,PF00069.31,3.6999999999999996e-68,229.1,0,4.9e-68,228.7,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0788771.1,-,Pkinase,PF00069.31,8.099999999999999e-68,228,0,1e-67,227.6,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0793977.1,-,Pkinase,PF00069.31,3.2000000000000004e-64,216.2,0,4.2e-64,215.8,0,GCA_020184695.1,Histomonas meleagridis,135588
KAH0803066.1,-,Pkinase,PF00069.31,5.7e-77,258,0,7.9e-77,257.5,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0803441.1,-,Pkinase,PF00069.31,6.2e-77,257.8,0,7.7e-77,257.5,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0805223.1,-,Pkinase,PF00069.31,7e-77,257.7,0,8.900000000000001e-77,257.3,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0806127.1,-,Pkinase,PF00069.31,6.1e-76,254.6,0,7.7e-76,254.2,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0806877.1,-,Pkinase,PF00069.31,8.1e-76,254.2,0,1.1e-75,253.8,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0806339.1,-,Pkinase,PF00069.31,1.2999999999999998e-74,250.3,0,1.6e-74,249.9,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0796646.1,-,Pkinase,PF00069.31,2.5999999999999997e-74,249.3,0.1,3.2e-74,249,0.1,GCA_020186115.1,Histomonas meleagridis,135588
KAH0806385.1,-,Pkinase,PF00069.31,6.3e-74,248,0,8e-74,247.6,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0799914.1,-,Pkinase,PF00069.31,8.199999999999999e-74,247.6,0,1.1e-73,247.1,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0802739.1,-,Pkinase,PF00069.31,1.5e-73,246.7,0,2e-73,246.4,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0796552.1,-,Pkinase,PF00069.31,1.7e-73,246.5,0.1,3.6000000000000006e-73,245.5,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0798320.1,-,Pkinase,PF00069.31,3.2000000000000005e-73,245.7,0,4.3000000000000005e-73,245.3,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0801930.1,-,Pkinase,PF00069.31,7.700000000000001e-73,244.4,0.1,9.7e-73,244.1,0.1,GCA_020186115.1,Histomonas meleagridis,135588
KAH0797875.1,-,Pkinase,PF00069.31,1.3e-72,243.6,0,1.7999999999999998e-72,243.2,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0798598.1,-,Pkinase,PF00069.31,1.1e-71,240.6,0.4,7.8e-71,237.8,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0804740.1,-,Pkinase,PF00069.31,1.9e-71,239.8,0,2.4e-70,236.3,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0800922.1,-,Pkinase,PF00069.31,1.5e-70,236.9,0,2e-70,236.5,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0798380.1,-,Pkinase,PF00069.31,2.6e-70,236.1,0,4.8e-70,235.3,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0803075.1,-,Pkinase,PF00069.31,9.4e-69,231,0,1.6e-68,230.3,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0800097.1,-,Pkinase,PF00069.31,2.6e-68,229.6,0,5.699999999999999e-68,228.5,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0798354.1,-,Pkinase,PF00069.31,3.4999999999999997e-68,229.1,0,4.7e-68,228.7,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0796397.1,-,Pkinase,PF00069.31,3.6999999999999996e-68,229.1,0,4.9e-68,228.7,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0804299.1,-,Pkinase,PF00069.31,8.099999999999999e-68,228,0,1e-67,227.6,0,GCA_020186115.1,Histomonas meleagridis,135588
KAH0806632.1,-,Pkinase,PF00069.31,3.2000000000000004e-64,216.2,0,4.2e-64,215.8,0,GCA_020186115.1,Histomonas meleagridis,135588
KAI5513786.1,-,Pkinase,PF00069.31,5.2000000000000005e-79,267.3,0,6.7e-79,267,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5515111.1,-,Pkinase,PF00069.31,1.5e-77,262.5,0,1.9e-77,262.2,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5503860.1,-,Pkinase,PF00069.31,1.5e-77,262.5,0,1.9e-77,262.2,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5496738.1,-,Pkinase,PF00069.31,2e-75,255.5,0,2.5e-75,255.2,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5490755.1,-,Pkinase,PF00069.31,3.4e-75,254.8,0,4.3e-75,254.5,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5500514.1,-,Pkinase,PF00069.31,6.6e-74,250.6,0,8.4e-74,250.2,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5533216.1,-,Pkinase,PF00069.31,3.3e-73,248.3,0,4.1e-73,248,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5525482.1,-,Pkinase,PF00069.31,3.3e-73,248.3,0,4.1e-73,248,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5539313.1,-,Pkinase,PF00069.31,4.9e-73,247.7,0,7.200000000000001e-73,247.2,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5501782.1,-,Pkinase,PF00069.31,5.4000000000000005e-73,247.6,0.1,6.7e-73,247.3,0.1,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5528748.1,-,Pkinase,PF00069.31,6.8e-73,247.3,0,8.600000000000001e-73,246.9,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5483163.1,-,Pkinase,PF00069.31,8.700000000000001e-73,246.9,0,1.0999999999999999e-72,246.6,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5511493.1,-,Pkinase,PF00069.31,1.4999999999999998e-72,246.1,0,1.8999999999999998e-72,245.8,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5507419.1,-,Pkinase,PF00069.31,1.6e-72,246,0,2.3999999999999996e-72,245.5,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5487440.1,-,Pkinase,PF00069.31,2.0999999999999999e-72,245.6,0,2.6999999999999996e-72,245.3,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5502536.1,-,Pkinase,PF00069.31,2.1999999999999998e-72,245.6,0,2.9e-72,245.2,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5500595.1,-,Pkinase,PF00069.31,2.9999999999999996e-72,245.2,0,3.7999999999999995e-72,244.8,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5529816.1,-,Pkinase,PF00069.31,4.9e-72,244.4,0.3,6.5e-72,244.1,0.3,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5488056.1,-,Pkinase,PF00069.31,2.5e-71,242.1,0,3.3e-71,241.7,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5536090.1,-,Pkinase,PF00069.31,2.9e-71,241.9,0,4.6e-71,241.3,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5554057.1,-,Pkinase,PF00069.31,1.1000000000000001e-70,240,0,1.4000000000000001e-70,239.7,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5492715.1,-,Pkinase,PF00069.31,1.2e-70,239.9,0,1.5e-70,239.6,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
